Species	PFT	Original names
Mouriri peruviana	not assigned (tree)	[]
Mouriri pseudogeminata	not assigned ()	['Mouriri pseudo-geminata']
Mouriri sagotiana	not assigned ()	['Mouriria sagotiana']
Mouriri sideroxylon	not assigned ()	[]
Mouriri uncitheca	not assigned (tree)	[]
Mouriri vernicosa	not assigned (tree)	[]
Mouriria	not assigned ()	['Mouriria huberi']
Moutabea aculeata	not assigned ()	['Moutabea longifolia']
Moutabea guianensis	not assigned ()	[]
Mucoa duckei	not assigned ()	[]
Mucuna	not assigned (legume?)	['Mucuna nigricans']
Mucuna argyrophylla	not assigned (legume?)	[]
Mucuna coriacea	legume	[]
Mucuna ferox	not assigned (legume?)	[]
Mucuna flagellipes	not assigned (legume?)	[]
Mucuna gigantea	not assigned (legume?)	[]
Mucuna glabrialata	legume	[]
Mucuna holtonii	not assigned (legume?)	[]
Mucuna macrocarpa	not assigned (legume?)	[]
Mucuna mutisiana	not assigned (legume?)	[]
Mucuna poggei	not assigned (legume?)	[]
Mucuna pruriens	not assigned	['Mucuna deeringiana', 'Stizolobium pruriens']
Mucuna sloanei	not assigned (legume?)	[]
Mucuna stans	not assigned (shrub)	[]
Mucuna urens	not assigned (legume?)	[]
Muehlenbeckia adpressa	not assigned ()	[]
Muehlenbeckia australis	not assigned ()	[]
Muehlenbeckia axillaris	not assigned (shrub)	[]
Muehlenbeckia complexa	forb	[]
Muehlenbeckia gracillima	not assigned ()	[]
Muehlenbeckia hastulata	not assigned ()	['Muehlenbeckia chilensis']
Muehlenbeckia rhyticarya	forb	['Polygonum rhyticarium']
Muehlenbeckia sagittifolia	not assigned ()	[]
Muehlenbeckia tamnifolia	forb	[]
Muehlenbergia	grass	['Muehlenbergia porteri']
Muellera campestris	not assigned (legume?)	['Lonchocarpus campestris', 'Lonchocarpus leucanthus']
Muellera sericea	not assigned (legume?)	['Bergeronia sericea']
Muellera unifoliolata	not assigned (legume?)	['Lonchocarpus unifoliolatus']
Muellerina eucalyptoides	not assigned ()	[]
Muellerolaria picridifolia	not assigned ()	['Olearia picridifolia']
Muellerolaria rudis	not assigned ()	['Olearia rudis']
Muhlenbergia alopecuroides	grass	['Lycurus setosus']
Muhlenbergia andina	grass	[]
Muhlenbergia arizonica	grass	[]
Muhlenbergia asperifolia	grass	[]
Muhlenbergia bryophilus	grass	['Aegopogon bryophilus']
Muhlenbergia capillaris	grass	[]
Muhlenbergia cenchroides	grass	['Aegopogon cenchroides']
Muhlenbergia cuspidata	grass	[]
Muhlenbergia dumosa	grass	[]
Muhlenbergia emersleyi	grass	[]
Muhlenbergia filiformis	grass	[]
Muhlenbergia frondosa	grass	[]
Muhlenbergia glomerata	grass	[]
Muhlenbergia huegelii	grass	['Muhlenbergia arisanensis', 'Muhlenbergia hugelii']
Muhlenbergia japonica	grass	[]
Muhlenbergia ligularis	grass	[]
Muhlenbergia lindheimeri	grass	[]
Muhlenbergia mexicana	grass	['Muhlenbergia foliosa']
Muhlenbergia microsperma	grass	[]
Muhlenbergia minutissima	grass	[]
Muhlenbergia montana	grass	[]
Muhlenbergia paniculata	grass	['Schedonnardus paniculatus']
Muhlenbergia peruviana	grass	['Muhlenbergia pusilla']
Muhlenbergia phleoides	grass	['Lycurus phleoides']
Muhlenbergia polycaulis	grass	[]
Muhlenbergia porteri	grass	[]
Muhlenbergia pungens	grass	[]
Muhlenbergia racemosa	grass	[]
Muhlenbergia ramulosa	grass	[]
Muhlenbergia repens	grass	[]
Muhlenbergia richardsonis	grass	[]
Muhlenbergia rigens	grass	[]
Muhlenbergia rigida	grass	[]
Muhlenbergia robusta	grass	[]
Muhlenbergia schreberi	grass	[]
Muhlenbergia setifolia	grass	[]
Muhlenbergia shepherdii	grass	['Blepharoneuron shepherdii']
Muhlenbergia sinuosa	grass	[]
Muhlenbergia solisii	grass	['Aegopogon solisii']
Muhlenbergia sylvatica	grass	[]
Muhlenbergia tenuiflora	grass	[]
Muhlenbergia torreyi	grass	[]
Muhlenbergia uniflora	grass	[]
Muhlenbergia uniseta	grass	['Aegopogon tenellus']
Muhlenbergia wrightii	grass	[]
Muilla transmontana	forb	[]
Mulguraea echegarayi	not assigned (shrub)	['Junellia echegarayi']
Mulguraea ligustrina	not assigned (shrub)	['Junellia ligustrina']
Mulguraea tridens	not assigned (shrub)	['Junellia tridens']
Mullerochloa moreheadiana	grass	['Bambusa moreheadiana']
Multidentia concrescens	not assigned (shrub)	[]
Multidentia crassa	not assigned (shrub/tree)	[]
Multidentia exserta	not assigned (shrub/tree)	[]
Multidentia fanshawei	not assigned (shrub/tree)	[]
Multidentia sclerocarpa	not assigned (tree)	[]
Mummenhoffia alliacea	forb	['Thlaspi alliaceum']
Mundula laxiflora	not assigned (legume?)	[]
Mundulea antanossarum	not assigned (legume?)	[]
Mundulea barclayi	not assigned (legume?)	[]
Mundulea sericea	not assigned (shrub/tree)	[]
Munnozia hastifolia	not assigned ()	[]
Munroa mendocina	grass	[]
Munroa pulchella	grass	['Erioneuron pulchellum']
Munroa squarrosa	grass	['Monroa squarrosa']
Muntingia calabura	not assigned (tree)	[]
Munzothamnus blairii	not assigned	['Malacothrix blairii', 'Stephanomeria blairii']
Muraltia flanaganii	not assigned (shrub)	[]
Muraltia spinosa	not assigned ()	['Nylandtia spinosa']
Murbeckiella boryi	not assigned ()	[]
Murbeckiella pinnatifida	not assigned ()	[]
Murdannia blumei	forb	[]
Murdannia gigantea	forb	[]
Murdannia graminea	forb	[]
Murdannia nudiflora	forb	[]
Murdannia simplex	forb	[]
Muricaria prostrata	not assigned ()	[]
Murraya	not assigned ()	['Murraya laetum', 'Murraya serratum']
Murraya koenigii	not assigned (shrub)	[]
Murraya paniculata	not assigned	['Murraya exotica']
Musa acuminata	forb	[]
Musa balbisiana	forb	[]
Musa gracilis	not assigned ()	[]
Musa ornata	forb	[]
Musa paradisiaca	forb	['Musa sapientum']
Musa textilis	not assigned ()	['Musa abaca']
Musa velutina	forb	[]
Musa violascens	not assigned ()	[]
Musanga cecropioides	not assigned	['Musanga smithii']
Muscari	forb	['Muscari szovitsianum']
Muscari alpanicum	forb	[]
Muscari armeniacum	forb	[]
Muscari atlanticum	forb	[]
Muscari botryoides	forb	[]
Muscari commutatum	forb	[]
Muscari comosum	forb	['Leopoldia comosa']
Muscari longipes	forb	[]
Muscari neglectum	forb	[]
Muscari tenuiflorum	forb	['Muscari tubiflorum']
Musgravea heterophylla	not assigned (tree)	[]
Musgravea stenostachya	not assigned (tree)	[]
Musineon divaricatum	forb	[]
Mussaenda arcuata	not assigned (shrub)	[]
Mussaenda divaricata	not assigned (shrub)	[]
Mussaenda erythrophylla	not assigned ()	[]
Mussaenda frondosa	not assigned	['Mussaenda belilla']
Mussaenda hirsutissima	not assigned ()	[]
Mussaenda hossei	not assigned ()	[]
Mussaenda microdonta	not assigned (tree)	[]
Mussaenda parviflora	not assigned ()	[]
Mussaenda pubescens	not assigned ()	[]
Mussaenda shikokiana	not assigned (shrub)	['Mussaenda esquirolii']
Mussaenda tomentosa	not assigned ()	[]
Mussaendopsis beccariana	not assigned ()	[]
Musschia aurea	not assigned ()	[]
Mutellina adonidifolia	forb	['Ligusticum mutellina']
Mutisia coccinea	not assigned ()	[]
Mutisia ilicifolia	not assigned (shrub)	[]
Mutisia latifolia	not assigned ()	[]
Mutisia linearifolia	not assigned (shrub)	[]
Mutisia retrorsa	not assigned (shrub)	[]
Mutisia spinosa	not assigned (shrub)	[]
Myagrum perfoliatum	forb	[]
Mycelis muralis	forb	['Lactuca muralis']
Mycerinus chimantensis	not assigned ()	[]
Myodocarpus fraxinifolius	not assigned ()	[]
Myoporum acuminatum	not assigned (shrub)	[]
Myoporum bateae	not assigned ()	[]
Myoporum bontioides	not assigned (shrub)	[]
Myoporum brevipes	not assigned ()	[]
Myoporum floribundum	not assigned ()	[]
Myoporum insulare	not assigned (shrub/tree)	[]
Myoporum laetum	not assigned (tree)	[]
Myoporum montanum	not assigned (shrub)	[]
Myoporum parvifolium	not assigned ()	[]
Myoporum petiolatum	not assigned ()	[]
Myoporum platycarpum	not assigned (tree)	[]
Myoporum rapense	not assigned ()	['Myoporum kermadecense']
Myoporum sandwicense	not assigned (shrub/tree)	[]
Myoporum turbinatum	not assigned ()	[]
Myoporum viscosum	not assigned ()	[]
Myoschilos oblongum	not assigned (shrub)	[]
Myosotidium hortensia	forb	[]
Myosotis	forb	['Myosotis palustris', 'Myosotis suaveolens']
Myosotis alpestris	forb	[]
Myosotis arvensis	forb	[]
Myosotis australis	not assigned ()	[]
Myosotis caespitosa	not assigned ()	[]
Myosotis decumbens	forb	[]
Myosotis discolor	forb	[]
Myosotis involucrata	not assigned ()	['Trigonocaryum involucratum']
Myosotis laxa	forb	['Myosotis cespitosa']
Myosotis nemorosa	forb	[]
Myosotis praecox	not assigned ()	[]
Myosotis ramosissima	forb	[]
Myosotis rehsteineri	forb	[]
Myosotis scorpioides	forb	[]
Myosotis secunda	forb	[]
Myosotis sparsiflora	forb	[]
Myosotis stolonifera	forb	[]
Myosotis stricta	forb	[]
Myosotis sylvatica	forb	['Myosotis silvatica']
Myosotis verna	not assigned ()	[]
Myosurus apetalus	forb	[]
Myosurus minimus	forb	[]
Myracrodruon balansae	not assigned (tree)	['Astronium balansae']
Myracrodruon urundeuva	not assigned	['Astronium candollei', 'Astronium urundeuva']
Myrceugenia campestris	not assigned ()	[]
Myrceugenia chrysocarpa	not assigned ()	[]
Myrceugenia euosma	not assigned ()	[]
Myrceugenia exsucca	not assigned ()	[]
Myrceugenia miersiana	not assigned ()	[]
Myrceugenia myrcioides	not assigned ()	[]
Myrceugenia obtusa	not assigned ()	[]
Myrceugenia ovata	not assigned ()	[]
Myrceugenia parvifolia	not assigned ()	[]
Myrceugenia planipes	not assigned (tree)	[]
Myrceugenia reitzii	not assigned ()	[]
Myrcia	not assigned	['Calyptranthes rigida', 'Myrcia blancanueva', 'Myrcia pielizard', 'Myrcia platatomen', 'Myrcia pseudonitida', 'Myrcia vertipub']
Myrcia aliena	not assigned (tree)	[]
Myrcia amazonica	not assigned ()	['Myrcia leptoclada']
Myrcia aulomyrcioides	not assigned (tree)	['Calyptranthes multiflora']
Myrcia chytraculia	not assigned	['Calyptranthes chytraculia', 'Calyptranthes syzygium']
Myrcia cruciflora	not assigned (tree)	['Calyptranthes concinna']
Myrcia deflexa	not assigned (tree)	[]
Myrcia densiflora	not assigned (tree)	['Calyptranthes densiflora']
Myrcia eugeniopsoides	not assigned ()	['Marlierea eugeniopsoides']
Myrcia fenzliana	not assigned ()	['Gomidesia lindeniana']
Myrcia foramina	not assigned ()	['Calyptranthes punctote']
Myrcia forsteri	not assigned ()	['Calyptranthes forsteri']
Myrcia fosteri	not assigned ()	[]
Myrcia freyreissiana	not assigned	['Gomidesia schaueriana', 'Myrcia brasiliensis']
Myrcia gatunensis	not assigned (tree)	[]
Myrcia glabra	not assigned (tree)	[]
Myrcia guianensis	not assigned ()	['Myrcia coriacea']
Myrcia hartwegiana	not assigned ()	[]
Myrcia hebepetala	not assigned (tree)	['Gomidesia affinis']
Myrcia huallagae	not assigned ()	[]
Myrcia ilheosensis	not assigned (tree)	['Gomidesia fenzliana']
Myrcia lonchophylla	not assigned (tree)	['Calyptranthes lanceolata']
Myrcia monteverdensis	not assigned ()	['Calyptranthes monteverdensis']
Myrcia multiflora	not assigned ()	[]
Myrcia neoclusiifolia	not assigned ()	['Calyptranthes clusiaefolia']
Myrcia neolucida	not assigned (tree)	['Calyptranthes lucida']
Myrcia neomacrophylla	not assigned ()	['Calyptranthes macrophylla']
Myrcia neomontana	not assigned ()	['Marlierea montana']
Myrcia neoobscura	not assigned (tree)	['Marlierea obscura']
Myrcia neopallens	not assigned (tree)	['Calyptranthes pallens']
Myrcia neoschomburgkiana	not assigned (tree)	['Marlierea schomburgkiana']
Myrcia neospeciosa	not assigned (tree)	['Calyptranthes speciosa']
Myrcia neotomentosa	not assigned ()	['Marlierea tomentosa']
Myrcia obumbrans	not assigned (tree)	[]
Myrcia paivae	not assigned ()	[]
Myrcia palustris	not assigned (tree)	['Gomidesia palustris']
Myrcia plicata	not assigned ()	['Calyptranthes plicata']
Myrcia portoricensis	not assigned ()	['Calyptranthes portoricensis']
Myrcia pyrifolia	not assigned ()	[]
Myrcia racemosa	not assigned (tree)	['Myrcia acuminatissima']
Myrcia reitzii	not assigned ()	['Marlierea reitzii']
Myrcia retorta	not assigned ()	[]
Myrcia rufipila	not assigned ()	[]
Myrcia ruiziana	not assigned ()	['Calyptranthes ruiziana']
Myrcia schiedeana	not assigned (tree)	['Calyptranthes schiedeana']
Myrcia simulata	not assigned ()	['Calyptranthes simulata']
Myrcia splendens	not assigned	['Myrcia berberis', 'Myrcia fallax', 'Myrcia oerstediana', 'Myrcia rostrata']
Myrcia sylvatica	not assigned (tree)	[]
Myrcia telephylla	not assigned (tree)	['Calyptranthes longifolia']
Myrcia tenuiflora	not assigned (tree)	['Calyptranthes bipennis']
Myrcia tomentosa	not assigned	['Myrcia floribunda']
Myrcia zetekiana	not assigned ()	['Aulomyrcia zetekiana']
Myrcianthes cisplatensis	not assigned ()	[]
Myrcianthes fragrans	not assigned (shrub/tree)	[]
Myrcianthes gigantea	not assigned (tree)	[]
Myrcianthes mato	not assigned ()	['Eugenia mato']
Myrcianthes pseudomato	not assigned ()	['Myrcianthes pseudo-mato']
Myrcianthes pungens	not assigned ()	[]
Myrciaria	not assigned ()	['Myrciaria intermed']
Myrciaria cuspidata	not assigned (tree)	[]
Myrciaria dubia	not assigned ()	[]
Myrciaria floribunda	not assigned (tree)	['Myrciaria amazonica']
Myrianthus arboreus	not assigned (tree)	[]
Myrianthus holstii	not assigned (tree)	[]
Myrianthus libericus	not assigned (shrub/tree)	[]
Myrica cerifera	not assigned (shrub/tree)	[]
Myrica gale	not assigned (shrub/tree)	[]
Myrica rubra	not assigned (tree)	[]
Myrica serrata	not assigned ()	[]
Myricaria bracteata	not assigned (shrub)	[]
Myricaria germanica	not assigned (shrub)	[]
Myricaria squamosa	not assigned (shrub)	[]
Myriocarpa longipes	not assigned	['Myriocarpa yzabalensis']
Myriocarpa obovata	not assigned ()	[]
Myriocarpa stipitata	not assigned (tree)	[]
Myriocephalus appendiculatus	not assigned ()	[]
Myriocephalus guerinae	not assigned ()	[]
Myriocephalus pygmaea	not assigned ()	[]
Myriocephalus rhizocephalus	forb	[]
Myriocephalus rudallii	not assigned ()	[]
Myriophyllum alpinum	not assigned ()	[]
Myriophyllum alterniflorum	forb	[]
Myriophyllum aquaticum	forb	['Myriophyllum brasiliense']
Myriophyllum farwellii	forb	[]
Myriophyllum heterophyllum	forb	[]
Myriophyllum papillosum	not assigned ()	[]
Myriophyllum pedunculatum	not assigned ()	[]
Myriophyllum propinquum	not assigned ()	[]
Myriophyllum sibiricum	forb	['Myriophyllum exalbescens']
Myriophyllum spicatum	forb	[]
Myriophyllum verticillatum	forb	[]
Myriophyllum votschii	not assigned ()	[]
Myriopus	forb	['Tournefortia scandens', 'Tournefortia volubilis']
Myriopus paniculatus	not assigned ()	['Tournefortia elegans']
Myriopus psilostachya	not assigned (shrub)	['Tournefortia psilostachya']
Myristica	not assigned (tree)	['Myristica celebica']
Myristica amygdalina	not assigned (tree)	[]
Myristica brassii	not assigned (tree)	[]
Myristica buchneriana	not assigned (tree)	[]
Myristica castaneifolia	not assigned (tree)	['Myristica castaneaefolia']
Myristica chartacea	not assigned (tree)	[]
Myristica cinnamomea	not assigned (tree)	[]
Myristica crassa	not assigned (tree)	[]
Myristica cucullata	not assigned (tree)	[]
Myristica elliptica	not assigned (tree)	[]
Myristica fatua	not assigned (tree)	['Myristica affinis']
Myristica fragrans	not assigned (tree)	[]
Myristica fusca	not assigned (tree)	[]
Myristica gigantea	not assigned (tree)	[]
Myristica gillespieana	not assigned (tree)	[]
Myristica globosa	not assigned (tree)	[]
Myristica grandifolia	not assigned (tree)	[]
Myristica guatteriaefolia	not assigned (tree)	[]
Myristica iners	not assigned (tree)	[]
Myristica insipida	not assigned (tree)	[]
Myristica lowiana	not assigned (tree)	[]
Myristica maingayi	not assigned (tree)	[]
Myristica malabarica	not assigned ()	[]
Myristica maxima	not assigned (tree)	[]
Myristica pachyphylla	not assigned (tree)	[]
Myristica philippensis	not assigned (tree)	[]
Myristica smythiesii	not assigned ()	[]
Myristica subalulata	not assigned (tree)	[]
Myristica succedanea	not assigned (tree)	[]
Myristica sulcata	not assigned (tree)	[]
Myristica villosa	not assigned (tree)	[]
Myrmecophila galeottiana	forb	['Myrmecophila chionodora']
Myrocarpus fastigiatus	not assigned (legume?)	[]
Myrocarpus frondosus	not assigned (tree)	[]
Myrospermum frutescens	not assigned (tree)	[]
Myrothamnus flabellifolius	not assigned	['Myrothamnus flabellifolia']
Myroxylon balsamum	not assigned (tree)	['Toluifera balsamum']
Myroxylon peruiferum	not assigned (legume?)	[]
Myrrhidendron donnellsmithii	not assigned ()	[]
Myrrhinium atropurpureum	not assigned ()	[]
Myrrhis odorata	forb	[]
Myrsine	not assigned	['Myrsine neriifolia', 'Rapanea venosa']
Myrsine achradifolia	not assigned ()	['Rapanea achradifolia']
Myrsine acrantha	not assigned ()	['Rapanea acrantha']
Myrsine affinis	not assigned ()	['Rapanea affinis']
Myrsine africana	not assigned (shrub)	[]
Myrsine andina	forb	[]
Myrsine argentea	not assigned ()	[]
Myrsine australis	not assigned	['Rapanea australis']
Myrsine avenis	not assigned ()	['Rapanea avenis']
Myrsine benthamiana	not assigned ()	[]
Myrsine capitellata	not assigned ()	[]
Myrsine coriacea	not assigned	['Myrsine ferruginea', 'Myrsine flocculosa', 'Rapanea ferruginea', 'Rapanea myricoides']
Myrsine dependens	not assigned ()	['Rapanea dependens']
Myrsine divaricata	not assigned (shrub)	[]
Myrsine floridana	not assigned ()	[]
Myrsine gardneriana	not assigned (shrub/tree)	[]
Myrsine gilliana	not assigned ()	[]
Myrsine guianensis	not assigned (tree)	['Rapanea guianensis']
Myrsine hasseltii	not assigned ()	['Rapanea hasseltii']
Myrsine hermogenesii	not assigned (shrub/tree)	['Rapanea hermogenesii']
Myrsine howittiana	not assigned ()	['Rapanea howittiana']
Myrsine juergensenii	not assigned (tree)	[]
Myrsine laetevirens	not assigned ()	['Rapanea laetevirens']
Myrsine lessertiana	not assigned (tree)	[]
Myrsine leuconeura	not assigned ()	['Rapanea leuconeura']
Myrsine loefgrenii	not assigned ()	['Rapanea quaternata']
Myrsine lorentziana	not assigned ()	[]
Myrsine melanophloeos	not assigned	['Rapanea gracilior', 'Rapanea melanophloeos', 'Rapanea rhododendroides']
Myrsine nummularia	not assigned (shrub)	[]
Myrsine parvifolia	not assigned (shrub)	[]
Myrsine porosa	not assigned ()	['Rapanea porosa']
Myrsine salicina	not assigned (tree)	[]
Myrsine sandwicensis	not assigned (shrub)	[]
Myrsine seguinii	not assigned	['Rapanea neriifolia']
Myrsine semiserrata	not assigned ()	[]
Myrsine subsessilis	not assigned ()	['Rapanea subsessilis']
Myrsine umbellata	not assigned	['Rapanea umbellata']
Myrsine variabilis	not assigned	['Rapanea variabilis']
Myrtaceae	not assigned	['Calyptranthes paniculata', 'Calyptranthes zuzygium', 'Eugenia aggregata', 'Eugenia filiformis', 'Eugenia formosa', 'Eugenia jambolana', 'Eugenia rugosa', 'Eugenia tristis', 'Melaleuca citrina', 'Myrtus bullata']
Myrtama elegans	not assigned (shrub/tree)	['Myricaria elegans']
Myrtillocactus cochal	not assigned ()	[]
Myrtus communis	not assigned (shrub)	[]
Myrtus nivellei	not assigned ()	['Myrtus nivelii']
Mystacidium gracile	forb	[]
Mystacidium tanganyikense	forb	[]
Mystacidium venosum	forb	[]
Mystroxylon aethiopicum	not assigned (shrub/tree)	[]
Mytilaria laosensis	not assigned ()	[]
Myxopappus hereroensis	not assigned ()	[]
