Species	PFT	Original names
Crepis	forb	['Crepis glabra']
Crepis acuminata	forb	[]
Crepis alpestris	forb	[]
Crepis alpina	not assigned ()	[]
Crepis aspera	forb	[]
Crepis aurea	forb	[]
Crepis biennis	forb	[]
Crepis canariensis	not assigned ()	[]
Crepis capillaris	forb	['Crepis virens']
Crepis conyzifolia	forb	[]
Crepis dioscoridis	not assigned ()	[]
Crepis foetida	forb	[]
Crepis froelichiana	forb	[]
Crepis hierosolymitana	not assigned ()	[]
Crepis hypochoeridea	forb	[]
Crepis intermedia	not assigned ()	[]
Crepis jacquinii	forb	['Crepis jacquini']
Crepis modocensis	forb	[]
Crepis mollis	forb	[]
Crepis multicaulis	not assigned ()	[]
Crepis neglecta	forb	['Crepis hellenica']
Crepis newii	forb	[]
Crepis nicaeensis	forb	[]
Crepis nudicaulis	not assigned ()	[]
Crepis occidentalis	forb	['Psilochenia occidentalis']
Crepis palaestina	not assigned ()	[]
Crepis paludosa	forb	[]
Crepis pleurocarpa	forb	[]
Crepis pontana	forb	['Crepis bocconi']
Crepis praemorsa	forb	[]
Crepis pulchra	forb	[]
Crepis pyrenaica	forb	[]
Crepis reuteriana	not assigned ()	[]
Crepis rhoeadifolia	not assigned ()	[]
Crepis rubra	forb	[]
Crepis runcinata	forb	[]
Crepis sancta	forb	[]
Crepis setosa	forb	[]
Crepis sibirica	not assigned ()	[]
Crepis syriaca	not assigned ()	[]
Crepis tectorum	forb	[]
Crepis terglouensis	forb	[]
Crepis triasii	forb	[]
Crepis vesicaria	forb	['Crepis taraxacifolia']
Crepis zacintha	not assigned ()	[]
Crescentia alata	not assigned (tree)	[]
Crescentia amazonica	not assigned (tree)	[]
Crescentia cujete	not assigned (shrub/tree)	[]
Crescentia linearifolia	not assigned (shrub/tree)	[]
Crescentia portoricensis	not assigned (shrub/tree)	[]
Cressa cretica	not assigned (herb/shrub)	[]
Cressa nudicaulis	forb	[]
Cressa truxillensis	not assigned (herb/shrub)	[]
Crinipes abyssinicus	grass	[]
Crinipes longifolius	grass	[]
Crinodendron hookerianum	not assigned ()	[]
Crinodendron patagua	not assigned (shrub)	[]
Crinodendron tucumanum	not assigned (tree)	[]
Crinum americanum	forb	[]
Cristaria dissecta	not assigned ()	['Cristaria glandulosa']
Cristaria glaucophylla	not assigned ()	[]
Cristaria gracilis	not assigned ()	[]
Cristaria integerrima	not assigned ()	[]
Cristaria molinae	not assigned ()	['Cristaria diversifolia']
Crithmum maritimum	forb	[]
Crithopsis delileana	grass	[]
Critonia	not assigned ()	['Eupatorium megaphyllum']
Critonia critoniformis	forb	['Eupatorium critoniforme']
Critonia morifolia	not assigned ()	['Eupatorium morifolium']
Crocanthemum bicknellii	not assigned (herb/shrub)	['Helianthemum bicknellii']
Crocanthemum brasiliensis	forb	['Halimium brasiliense']
Crocanthemum canadense	forb	['Helianthemum canadense']
Crocanthemum georgianum	not assigned ()	['Helianthemum georgianum']
Crocanthemum scoparium	forb	['Helianthemum scoparium']
Crocidium multicaule	forb	[]
Crocosmia aurea	forb	[]
Crocosmia crocosmiiflora	not assigned ()	[]
Crocosmia paniculata	forb	[]
Crocosmia pottsii	forb	[]
Crocus biflorus	not assigned ()	[]
Crocus cartwrightianus	forb	[]
Crocus chrysanthus	forb	[]
Crocus flavus	forb	[]
Crocus heuffelianus	forb	[]
Crocus laevigatus	forb	[]
Crocus nudiflorus	not assigned ()	[]
Crocus olivieri	forb	[]
Crocus reticulatus	forb	[]
Crocus sativus	not assigned ()	[]
Crocus tommasinianus	forb	[]
Crocus vernus	forb	['Crocus albiflorus']
Crossandra longipes	forb	[]
Crossandra poissonii	not assigned (shrub)	[]
Crossandra stenostachya	forb	[]
Crossopetalum managuatillo	not assigned ()	[]
Crossopetalum parviflorum	not assigned	['Crossopetalum eucymosum']
Crossopetalum rhacoma	not assigned ()	[]
Crossopteryx febrifuga	not assigned (tree)	[]
Crossosoma bigelovii	not assigned (shrub)	[]
Crossosoma californicum	not assigned (shrub/tree)	[]
Crossostylis biflora	not assigned ()	[]
Crotalaria	not assigned (legume?)	['Crotalaria bialata']
Crotalaria abbreviata	legume	[]
Crotalaria abscondita	not assigned (shrub)	[]
Crotalaria aculeata	legume	[]
Crotalaria adamsonii	not assigned (shrub)	[]
Crotalaria aegyptiaca	not assigned (legume?)	[]
Crotalaria agatiflora	not assigned (herb/shrub)	[]
Crotalaria alata	not assigned (legume?)	[]
Crotalaria alemanniana	not assigned (herb/shrub)	[]
Crotalaria alexandri	legume	[]
Crotalaria amoena	not assigned (shrub)	[]
Crotalaria angulicaulis	legume	[]
Crotalaria anisophylla	legume	[]
Crotalaria annua	legume	[]
Crotalaria anthyllopsis	legume	[]
Crotalaria arcuata	legume	[]
Crotalaria argenteotomentosa	legume	[]
Crotalaria argyraea	not assigned (legume?)	[]
Crotalaria argyrolobioides	legume	[]
Crotalaria assurgens	legume	[]
Crotalaria atrorubens	not assigned (legume?)	[]
Crotalaria axillaris	not assigned (herb/shrub)	[]
Crotalaria axilliflora	legume	[]
Crotalaria axillifloroides	legume	[]
Crotalaria barkae	legume	[]
Crotalaria barnabassii	legume	[]
Crotalaria basipeta	legume	[]
Crotalaria baumii	legume	[]
Crotalaria becquetii	not assigned (herb/shrub)	[]
Crotalaria bemba	legume	[]
Crotalaria bequaertii	legume	[]
Crotalaria bernieri	legume	[]
Crotalaria berteroana	not assigned (legume?)	[]
Crotalaria blanda	legume	[]
Crotalaria bongensis	legume	[]
Crotalaria bredoi	legume	[]
Crotalaria brevidens	legume	['Crotalaria intermedia']
Crotalaria brevis	not assigned (legume?)	[]
Crotalaria burhia	not assigned (legume?)	[]
Crotalaria burkeana	legume	[]
Crotalaria cajanifolia	not assigned (legume?)	[]
Crotalaria calycina	legume	[]
Crotalaria campestris	legume	[]
Crotalaria capensis	not assigned (shrub)	[]
Crotalaria carsonii	legume	[]
Crotalaria caudata	not assigned (shrub)	[]
Crotalaria cephalotes	legume	[]
Crotalaria chirindae	legume	[]
Crotalaria chrysochlora	legume	[]
Crotalaria chrysotricha	legume	[]
Crotalaria cistoides	not assigned (herb/shrub)	[]
Crotalaria cleomifolia	not assigned (herb/shrub)	[]
Crotalaria collina	not assigned (herb/shrub)	[]
Crotalaria colorata	not assigned (legume?)	[]
Crotalaria comosa	legume	[]
Crotalaria confertiflora	legume	[]
Crotalaria confusa	not assigned (legume?)	[]
Crotalaria congesta	legume	[]
Crotalaria cordata	not assigned (legume?)	[]
Crotalaria cornetii	not assigned (shrub)	[]
Crotalaria crebra	legume	[]
Crotalaria criniramea	legume	[]
Crotalaria cunninghamii	not assigned (legume?)	[]
Crotalaria cuspidata	legume	[]
Crotalaria cylindrocarpa	legume	[]
Crotalaria cylindrostachys	legume	[]
Crotalaria damarensis	legume	[]
Crotalaria debilis	legume	[]
Crotalaria decaryana	not assigned (legume?)	[]
Crotalaria decora	legume	[]
Crotalaria dedzana	legume	[]
Crotalaria deightonii	not assigned (legume?)	[]
Crotalaria densicephala	not assigned (shrub)	[]
Crotalaria deserticola	legume	[]
Crotalaria dinteri	legume	[]
Crotalaria diosmifolia	not assigned (legume?)	['Crotalaria diosmaefolia']
Crotalaria dissitiflora	not assigned (legume?)	[]
Crotalaria distans	legume	[]
Crotalaria duboisii	legume	[]
Crotalaria dura	not assigned (herb/shrub)	[]
Crotalaria egregia	legume	[]
Crotalaria elisabethae	legume	[]
Crotalaria emarginella	not assigned (legume?)	[]
Crotalaria ephemera	legume	[]
Crotalaria eremicola	legume	[]
Crotalaria eriocarpa	not assigned (legume?)	[]
Crotalaria eurycalyx	legume	[]
Crotalaria fiherenensis	not assigned (legume?)	[]
Crotalaria filicaulis	legume	[]
Crotalaria flavicarinata	not assigned (herb/shrub)	[]
Crotalaria florida	not assigned (shrub)	[]
Crotalaria friesii	legume	[]
Crotalaria gamwelliae	legume	[]
Crotalaria gazensis	not assigned (herb/shrub)	[]
Crotalaria germainii	legume	[]
Crotalaria glauca	legume	[]
Crotalaria glaucifolia	legume	[]
Crotalaria goetzei	not assigned (shrub)	[]
Crotalaria goodiaeformis	not assigned (legume?)	[]
Crotalaria goodiiformis	not assigned (shrub)	[]
Crotalaria goreensis	legume	[]
Crotalaria graminicola	not assigned (herb/shrub)	[]
Crotalaria grandibracteata	not assigned (legume?)	[]
Crotalaria grandistipulata	legume	[]
Crotalaria greenwayi	not assigned (legume?)	['Crotalaria greenwayii']
Crotalaria heidmannii	legume	[]
Crotalaria holosericea	not assigned (legume?)	[]
Crotalaria huillensis	legume	[]
Crotalaria hyssopifolia	legume	[]
Crotalaria incana	not assigned (herb/shrub)	[]
Crotalaria incompta	legume	[]
Crotalaria insignis	not assigned (shrub)	[]
Crotalaria involutifolia	legume	[]
Crotalaria inyangensis	legume	[]
Crotalaria ionoptera	legume	[]
Crotalaria iringana	not assigned (legume?)	[]
Crotalaria johnstonii	legume	[]
Crotalaria juncea	legume	[]
Crotalaria kambolensis	not assigned (shrub)	[]
Crotalaria kapiriensis	not assigned (herb/shrub)	[]
Crotalaria keniensis	not assigned (legume?)	[]
Crotalaria kerkvoordei	not assigned (shrub)	[]
Crotalaria kipandensis	legume	[]
Crotalaria kipilaensis	legume	[]
Crotalaria kirkii	legume	[]
Crotalaria kuiririensis	legume	[]
Crotalaria kwengeensis	not assigned (shrub)	[]
Crotalaria laburnifolia	not assigned (herb/shrub)	[]
Crotalaria laburnoides	legume	[]
Crotalaria lachnocarpoides	not assigned (herb/shrub)	[]
Crotalaria lachnophora	not assigned (herb/shrub)	[]
Crotalaria lachnosema	not assigned (legume?)	[]
Crotalaria lanceolata	legume	[]
Crotalaria lasiocarpa	legume	[]
Crotalaria laxiflora	legume	[]
Crotalaria lejoloba	not assigned (legume?)	['Crotalaria leioloba']
Crotalaria lepidissima	legume	[]
Crotalaria leptoclada	legume	[]
Crotalaria limosa	legume	[]
Crotalaria longirostrata	not assigned (shrub)	[]
Crotalaria longithyrsa	legume	[]
Crotalaria lotoides	legume	[]
Crotalaria lukafuensis	legume	[]
Crotalaria luondeensis	legume	[]
Crotalaria macrocarpa	not assigned (shrub)	[]
Crotalaria mahafalensis	not assigned (legume?)	[]
Crotalaria medicaginea	not assigned (legume?)	[]
Crotalaria mesopontica	not assigned (legume?)	[]
Crotalaria meyeriana	not assigned (legume?)	[]
Crotalaria micans	not assigned (shrub)	['Crotalaria anagyroides']
Crotalaria microcarpa	legume	[]
Crotalaria microthamnus	legume	[]
Crotalaria minutissima	legume	[]
Crotalaria miranda	legume	[]
Crotalaria misella	legume	[]
Crotalaria mitchellii	not assigned (legume?)	[]
Crotalaria mocubensis	legume	[]
Crotalaria modesta	not assigned (herb/shrub)	[]
Crotalaria montana	not assigned (legume?)	[]
Crotalaria monteiroi	not assigned (shrub)	[]
Crotalaria morumbensis	legume	[]
Crotalaria naragutensis	not assigned (legume?)	[]
Crotalaria natalensis	not assigned (legume?)	[]
Crotalaria natalitia	not assigned (herb/shrub)	[]
Crotalaria nigricans	legume	[]
Crotalaria nitens	not assigned (shrub)	[]
Crotalaria novae-hollandiae	not assigned (shrub)	[]
Crotalaria nuda	legume	[]
Crotalaria nudiflora	legume	[]
Crotalaria nyikensis	not assigned (herb/shrub)	[]
Crotalaria occidentalis	legume	[]
Crotalaria ochroleuca	legume	[]
Crotalaria onobrychis	legume	[]
Crotalaria ononoides	legume	[]
Crotalaria onusta	legume	[]
Crotalaria oocarpa	not assigned (herb/shrub)	[]
Crotalaria orientalis	not assigned (herb/shrub)	[]
Crotalaria orthoclada	not assigned (shrub)	[]
Crotalaria pallida	legume	['Crotalaria mucronata']
Crotalaria pallidicaulis	not assigned (shrub)	[]
Crotalaria paraspartea	legume	[]
Crotalaria parvula	legume	[]
Crotalaria passerinoides	legume	[]
Crotalaria paulina	not assigned (herb/shrub)	[]
Crotalaria peregrina	legume	[]
Crotalaria pervillei	not assigned (legume?)	[]
Crotalaria petitiana	not assigned (legume?)	[]
Crotalaria phylicoides	not assigned (shrub)	[]
Crotalaria phyllostachys	legume	[]
Crotalaria pilosiflora	not assigned (herb/shrub)	[]
Crotalaria pisicarpa	legume	[]
Crotalaria platysepala	legume	[]
Crotalaria podocarpa	legume	[]
Crotalaria poissonii	not assigned (legume?)	[]
Crotalaria polysperma	legume	[]
Crotalaria polytricha	not assigned (herb/shrub)	[]
Crotalaria praetexta	legume	[]
Crotalaria preladoi	legume	[]
Crotalaria prittwitzii	not assigned (herb/shrub)	[]
Crotalaria prolongata	legume	[]
Crotalaria pseudodiloloensis	legume	[]
Crotalaria pseudotenuirama	legume	[]
Crotalaria pudica	legume	[]
Crotalaria pumila	not assigned (legume?)	[]
Crotalaria pygmaea	legume	[]
Crotalaria quangensis	not assigned (herb/shrub)	[]
Crotalaria quarrei	legume	[]
Crotalaria quercetorum	not assigned (legume?)	[]
Crotalaria quinquefolia	not assigned (legume?)	[]
Crotalaria ramosissima	not assigned (legume?)	[]
Crotalaria recta	not assigned (shrub)	[]
Crotalaria reptans	legume	[]
Crotalaria retusa	not assigned (herb/shrub)	[]
Crotalaria rhizoclada	not assigned (legume?)	[]
Crotalaria rhodesiae	legume	[]
Crotalaria ringoetii	legume	[]
Crotalaria rogersii	legume	[]
Crotalaria rotundifolia	not assigned (legume?)	[]
Crotalaria sagittalis	legume	['Crotalaria sagitallis']
Crotalaria saltiana	not assigned (shrub)	[]
Crotalaria scassellatii	not assigned (legume?)	[]
Crotalaria schinzii	legume	[]
Crotalaria schlechteri	legume	[]
Crotalaria schliebenii	legume	[]
Crotalaria senegalensis	legume	[]
Crotalaria sertulifera	legume	[]
Crotalaria shirensis	legume	[]
Crotalaria simoma	legume	[]
Crotalaria sparsifolia	legume	[]
Crotalaria spartea	legume	[]
Crotalaria spartioides	not assigned (shrub)	[]
Crotalaria spectabilis	not assigned (herb/shrub)	[]
Crotalaria sphaerocarpa	legume	[]
Crotalaria spinosa	not assigned (herb/shrub)	[]
Crotalaria stenoptera	legume	[]
Crotalaria steudneri	legume	[]
Crotalaria stolzii	legume	[]
Crotalaria streptorrhyncha	legume	[]
Crotalaria subcaespitosa	not assigned (herb/shrub)	[]
Crotalaria subcapitata	legume	[]
Crotalaria subspicata	legume	[]
Crotalaria subtilis	legume	[]
Crotalaria sylvicola	not assigned (herb/shrub)	[]
Crotalaria tabularis	not assigned (shrub)	[]
Crotalaria tenuipedicellata	legume	[]
Crotalaria tenuirama	legume	[]
Crotalaria teretifolia	legume	[]
Crotalaria thaumasiophylla	legume	['Crotalaria variegata']
Crotalaria torrei	not assigned (shrub)	[]
Crotalaria trichotoma	legume	['Crotalaria zanzibarica']
Crotalaria trinervia	legume	[]
Crotalaria tristis	not assigned (shrub)	[]
Crotalaria tweediana	not assigned (shrub)	[]
Crotalaria ulbrichiana	legume	[]
Crotalaria umbellifera	legume	[]
Crotalaria uncinella	not assigned (shrub)	[]
Crotalaria unicaulis	not assigned (herb/shrub)	[]
Crotalaria valida	not assigned (shrub)	[]
Crotalaria vallicola	not assigned (legume?)	[]
Crotalaria vandenbrandii	legume	[]
Crotalaria vanmeelii	legume	[]
Crotalaria vasculosa	not assigned (herb/shrub)	[]
Crotalaria verdcourtii	not assigned (legume?)	[]
Crotalaria verrucosa	not assigned (herb/shrub)	[]
Crotalaria virgulata	legume	[]
Crotalaria vitellina	not assigned (legume?)	[]
Croton	not assigned (shrub)	['Croton candida']
Croton aceroides	not assigned (tree)	[]
Croton adspersus	not assigned ()	[]
Croton alabamensis	not assigned ()	[]
Croton antanosiensis	not assigned ()	[]
Croton argentinus	not assigned (shrub)	[]
Croton argyranthemus	not assigned ()	[]
Croton argyratus	not assigned (tree)	[]
Croton arnhemicus	not assigned (tree)	[]
Croton ascendens	not assigned ()	[]
Croton bastardii	not assigned ()	['Croton bastardi']
Croton billbergianus	not assigned (tree)	[]
Croton californicus	not assigned (herb/shrub)	[]
Croton capitatus	forb	[]
Croton cascarilloides	not assigned ()	[]
Croton caudatus	not assigned (shrub)	[]
Croton ciliatoglandulifer	not assigned (shrub)	[]
Croton compressus	not assigned (shrub/tree)	[]
Croton cortesianus	not assigned (shrub)	[]
Croton cuneatus	not assigned (shrub/tree)	[]
Croton dichogamus	not assigned ()	[]
Croton dioicus	not assigned	['Croton gracilis']
Croton draco	not assigned (tree)	['Croton panamensis']
Croton elliotianus	not assigned ()	[]
Croton eluteria	not assigned (tree)	[]
Croton flavens	not assigned ()	['Croton balsamifer']
Croton floribundus	not assigned (shrub/tree)	[]
Croton fragilis	not assigned (tree)	[]
Croton geayi	not assigned ()	[]
Croton glabellus	not assigned (shrub)	[]
Croton glabrescens	not assigned (tree)	[]
Croton glandulosus	not assigned (herb/shrub)	[]
Croton gossweileri	not assigned (shrub/tree)	[]
Croton goudotii	not assigned ()	[]
Croton goyazensis	not assigned ()	[]
Croton gratissimus	not assigned (shrub/tree)	[]
Croton griffithii	not assigned (shrub/tree)	[]
Croton hircinus	not assigned	['Croton margaritensis']
Croton hirtus	forb	[]
Croton incanus	not assigned (shrub)	['Croton torreyanus']
Croton inhambanensis	not assigned (shrub/tree)	[]
Croton kilwae	not assigned (shrub)	[]
Croton kimosorum	not assigned ()	[]
Croton krabas	not assigned ()	[]
Croton lachnocarpus	not assigned (shrub)	['Croton kwangsiensis']
Croton lachnostachyus	not assigned (shrub)	['Croton sarcopetalus']
Croton laevifolius	not assigned (shrub/tree)	[]
Croton laevigatus	not assigned (shrub)	[]
Croton lanatus	not assigned (shrub)	['Croton thermarum']
Croton lechleri	not assigned (tree)	[]
Croton leuconeurus	not assigned (shrub/tree)	[]
Croton linearis	not assigned ()	[]
Croton longipedicellatus	not assigned (shrub/tree)	[]
Croton luciae	not assigned (shrub/tree)	[]
Croton macrostachyus	not assigned (tree)	[]
Croton maculatus	not assigned ()	[]
Croton madandensis	not assigned (shrub/tree)	[]
Croton matourensis	not assigned (tree)	['Croton lanjouwensis']
Croton megalobotrys	not assigned (shrub/tree)	[]
Croton megalocarpoides	not assigned (shrub/tree)	[]
Croton megalocarpus	not assigned (tree)	[]
Croton megalodendron	not assigned (tree)	['Croton xanthochloros']
Croton menyharthii	not assigned (shrub/tree)	['Croton menyharti']
Croton monanthogynus	forb	[]
Croton morifolius	not assigned ()	['Croton flavescens']
Croton mutisianus	not assigned (tree)	[]
Croton nitens	not assigned (tree)	[]
Croton nitrariifolius	not assigned (shrub)	['Croton nitrariaefolium']
Croton oblongifolius	not assigned (shrub/tree)	[]
Croton oblongus	not assigned ()	[]
Croton oligandrus	not assigned (tree)	[]
Croton ovalifolius	not assigned (shrub)	[]
Croton phebalioides	not assigned (tree)	[]
Croton piptocalyx	not assigned (tree)	[]
Croton poecilanthus	not assigned (tree)	[]
Croton polytrichus	not assigned (shrub/tree)	[]
Croton pottsii	forb	[]
Croton priscus	not assigned (tree)	[]
Croton pseudoniveus	not assigned (tree)	[]
Croton pseudopulchellus	not assigned (shrub/tree)	[]
Croton reflexifolius	forb	[]
Croton scheffleri	not assigned (shrub/tree)	[]
Croton schiedeanus	not assigned (tree)	[]
Croton scouleri	not assigned ()	[]
Croton setigerus	forb	[]
Croton sexmetralis	not assigned (shrub/tree)	['Croton croizatii']
Croton smithianus	not assigned (shrub/tree)	[]
Croton sonderianus	not assigned (shrub/tree)	[]
Croton splendidus	not assigned (shrub)	['Croton migrans']
Croton steenkampianus	not assigned (shrub/tree)	[]
Croton sylvaticus	not assigned (shrub/tree)	[]
Croton talaeporos	not assigned ()	[]
Croton tchibangensis	not assigned (tree)	[]
Croton tessmannii	not assigned (tree)	[]
Croton texensis	forb	[]
Croton tiglium	not assigned (tree)	[]
Croton triacros	not assigned (shrub/tree)	[]
Croton tricolor	not assigned (shrub)	['Croton argyrophylloides']
Croton trinitatis	forb	[]
Croton urucurana	not assigned (tree)	[]
Croton verreauxii	not assigned (shrub/tree)	[]
Croton wigginsii	not assigned ()	[]
Croton xanthochylus	not assigned (shrub/tree)	[]
Crowea exalata	not assigned ()	[]
Crowea saligna	not assigned (shrub)	[]
Crucianella angustifolia	forb	[]
Crucianella gilanica	forb	[]
Crucianella latifolia	forb	[]
Crucianella macrostachya	forb	[]
Crucianella maritima	not assigned ()	[]
Crucianella membranacea	forb	[]
Cruciata articulata	forb	[]
Cruciata glabra	forb	[]
Cruciata laevipes	forb	['Galium cruciata']
Cruciata pedemontana	forb	[]
Cruciata taurica	forb	['Galium coronatum']
Crucihimalaya rupicola	forb	['Arabis rupicola']
Cruckshanksia hymenodon	forb	[]
Cruckshanksia montiana	forb	[]
Cruckshanksia pumila	not assigned ()	[]
Cruckshanksia verticillata	forb	[]
Crudia acuta	not assigned (legume?)	[]
Crudia amazonica	not assigned (legume?)	[]
Crudia aromatica	not assigned (legume?)	[]
Crudia blancoi	not assigned (legume?)	[]
Crudia bracteata	not assigned (legume?)	[]
Crudia caudata	not assigned (legume?)	[]
Crudia curtisii	not assigned (legume?)	['Crudia scortechinii']
Crudia gabonensis	not assigned (tree)	[]
Crudia glaberrima	not assigned	['Crudia obliqua']
Crudia gracilis	not assigned (legume?)	['Crudia teysmannii', 'Crudia velutina']
Crudia harmsiana	not assigned (tree)	[]
Crudia mutabilis	not assigned (legume?)	[]
Crudia oblonga	not assigned (tree)	[]
Crudia penduliflora	not assigned (legume?)	['Crudia beccarii']
Crudia ripicola	not assigned (legume?)	[]
Crudia tenuipes	not assigned (legume?)	[]
Crudia wrayi	not assigned (legume?)	[]
Crudia zeylanica	not assigned (legume?)	['Crudia chrysantha']
Crupina crupinastrum	forb	[]
Crupina vulgaris	forb	[]
Crusea longiflora	not assigned ()	[]
Crusea megalocarpa	not assigned ()	[]
Cryosophila nana	not assigned ()	['Trithrinax aculeata']
Cryosophila warscewiczii	not assigned (tree)	[]
Cryptandra amara	not assigned (shrub)	[]
Cryptandra arbutiflora	not assigned (shrub)	[]
Cryptandra australis	not assigned (shrub)	['Cryptandra ericoides']
Cryptandra lanosiflora	not assigned (shrub)	[]
Cryptandra leucophracta	not assigned (shrub)	[]
Cryptandra tomentosa	not assigned (shrub)	[]
Cryptandra waterhousii	not assigned (shrub)	[]
Cryptantha affinis	forb	[]
Cryptantha ambigua	forb	[]
Cryptantha chispae	not assigned ()	[]
Cryptantha clevelandii	forb	[]
Cryptantha fendleri	not assigned ()	[]
Cryptantha filaginea	not assigned ()	[]
Cryptantha flaccida	forb	[]
Cryptantha gnaphalioides	not assigned ()	[]
Cryptantha hispidula	forb	[]
Cryptantha intermedia	forb	[]
Cryptantha leiocarpa	forb	[]
Cryptantha maritima	forb	[]
Cryptantha milobakeri	forb	[]
Cryptantha muricata	forb	[]
Cryptantha nevadensis	forb	[]
Cryptantha oxygona	forb	[]
Cryptantha pterocarya	not assigned ()	[]
Cryptantha rostellata	forb	[]
Cryptantha scoparia	not assigned ()	[]
Cryptantha simulans	forb	[]
Cryptantha sparsiflora	forb	[]
Cryptantha torreyana	forb	[]
Cryptantha traskae	forb	[]
Cryptantha utahensis	forb	[]
Cryptantha watsonii	not assigned ()	[]
Crypteronia cumingii	not assigned (tree)	[]
Crypteronia griffithii	not assigned (tree)	[]
Crypteronia macrophylla	not assigned (tree)	[]
Crypteronia paniculata	not assigned (tree)	[]
Cryptocarya	not assigned ()	['Cryptocarya lanceolata']
Cryptocarya agathophylla	not assigned	['Euodia aromatica', 'Ravensara aromatica']
Cryptocarya alba	not assigned (shrub/tree)	[]
Cryptocarya alleniana	not assigned ()	[]
Cryptocarya alseodaphnifolia	not assigned ()	[]
Cryptocarya angica	not assigned ()	[]
Cryptocarya angulata	not assigned (tree)	[]
Cryptocarya archboldiana	not assigned ()	[]
Cryptocarya aschersoniana	not assigned (tree)	[]
Cryptocarya caloneura	not assigned ()	[]
Cryptocarya caryoptera	not assigned ()	[]
Cryptocarya chinensis	not assigned (tree)	[]
Cryptocarya chingii	not assigned (tree)	[]
Cryptocarya concinna	not assigned (tree)	[]
Cryptocarya corrugata	not assigned (tree)	[]
Cryptocarya costata	not assigned ()	[]
Cryptocarya crassifolia	not assigned (tree)	[]
Cryptocarya cunninghamii	not assigned ()	[]
Cryptocarya densiflora	not assigned (tree)	[]
Cryptocarya diversifolia	not assigned ()	['Cryptocarya crassinervia']
Cryptocarya enervis	not assigned ()	[]
Cryptocarya erythroxylon	not assigned (tree)	[]
Cryptocarya ferrea	not assigned ()	['Cryptocarya bicolor', 'Cryptocarya tomentosa']
Cryptocarya flavescens	not assigned ()	['Ravensara flavescens']
Cryptocarya foetida	not assigned (tree)	[]
Cryptocarya foveolata	not assigned ()	[]
Cryptocarya fulva	not assigned ()	[]
Cryptocarya glaucescens	not assigned	['Cryptocarya hypoglauca', 'Cryptocarya moretoniana']
Cryptocarya grandis	not assigned ()	[]
Cryptocarya gregsonii	not assigned ()	[]
Cryptocarya griffithiana	not assigned ()	[]
Cryptocarya helicina	not assigned ()	[]
Cryptocarya hypospodia	not assigned ()	[]
Cryptocarya idenburgensis	not assigned ()	[]
Cryptocarya impressa	not assigned ()	[]
Cryptocarya kurzii	not assigned ()	[]
Cryptocarya laevigata	not assigned (shrub/tree)	[]
Cryptocarya ledermannii	not assigned ()	[]
Cryptocarya leucophylla	not assigned ()	[]
Cryptocarya liebertiana	not assigned (shrub/tree)	[]
Cryptocarya litoralis	not assigned ()	['Ravensara acuminata']
Cryptocarya lividula	not assigned ()	[]
Cryptocarya louvelii	not assigned ()	[]
Cryptocarya mackinnoniana	not assigned (tree)	[]
Cryptocarya mannii	not assigned ()	[]
Cryptocarya massoy	not assigned ()	[]
Cryptocarya meisneriana	not assigned (shrub)	[]
Cryptocarya melanocarpa	not assigned ()	[]
Cryptocarya membranacea	not assigned ()	[]
Cryptocarya metcalfiana	not assigned ()	[]
Cryptocarya microneura	not assigned (tree)	[]
Cryptocarya minutifolia	not assigned ()	[]
Cryptocarya moschata	not assigned ()	['Nectandra robusta']
Cryptocarya multipaniculata	not assigned ()	['Cryptocarya cordata']
Cryptocarya murrayi	not assigned (tree)	[]
Cryptocarya myrtifolia	not assigned ()	[]
Cryptocarya oblata	not assigned ()	[]
Cryptocarya oblonga	not assigned ()	['Ravensara oblonga']
Cryptocarya obovata	not assigned (tree)	[]
Cryptocarya onoprienkoana	not assigned ()	[]
Cryptocarya ovalifolia	not assigned ()	['Ravensara ovalifolia']
Cryptocarya palmerensis	not assigned ()	[]
Cryptocarya pleurosperma	not assigned ()	[]
Cryptocarya polyneura	not assigned ()	['Ravensara polyneura']
Cryptocarya putida	not assigned ()	[]
Cryptocarya retusa	not assigned ()	['Ravensara retusa']
Cryptocarya rigida	not assigned (tree)	[]
Cryptocarya robynsiana	not assigned ()	[]
Cryptocarya roemeri	not assigned ()	[]
Cryptocarya septentrionalis	not assigned ()	['Ravensara gracilis']
Cryptocarya spathulata	not assigned ()	['Ravensara laevis']
Cryptocarya subvelutina	not assigned ()	[]
Cryptocarya sumatrana	not assigned ()	[]
Cryptocarya thouvenotii	not assigned ()	[]
Cryptocarya transvaalensis	not assigned (tree)	[]
Cryptocarya transversa	not assigned ()	[]
Cryptocarya triplinervis	not assigned (tree)	[]
Cryptocarya verrucosa	not assigned ()	[]
Cryptocarya vulgaris	not assigned ()	[]
Cryptocarya woodii	not assigned (shrub/tree)	[]
Cryptocarya yunnanensis	not assigned (tree)	[]
Cryptocarya zollingeriana	not assigned ()	[]
Cryptochloa capillata	grass	[]
Cryptochloa concinna	grass	[]
Cryptochloa decumbens	grass	[]
Cryptochloa dressleri	grass	[]
Cryptochloa soderstromii	grass	[]
Cryptochloa strictiflora	grass	[]
Cryptochloa unispiculata	grass	[]
Cryptochloa variana	grass	[]
Cryptogramma crispa	not assigned (fern)	[]
Cryptolepis apiculata	not assigned ()	[]
Cryptolepis buchananii	not assigned ()	[]
