Species	PFT	Original names
Senna pallida	(legume?)	['Senna pallida']
Senna papillosa	(tree)	['Senna papillosa']
Senna paposana	(legume?)	['Senna paposana']
Senna pendula	(legume?)	['Senna pendula']
Senna petersiana	(legume?/shrub/tree)	['Cassia petersiana', 'Senna petersiana']
Senna phyllodinea	(shrub)	['Cassia phyllodinea']
Senna pistaciifolia	(legume?)	['Senna pistaciifolia']
Senna planitiicola	(legume?/shrub)	['Cassia planitiicola', 'Senna planitiicola']
Senna pleurocarpa	(legume?)	['Senna pleurocarpa']
Senna podocarpa	(legume?)	['Senna podocarpa']
Senna polyantha	(legume?)	['Senna polyantha']
Senna quinquangulata	(legume?)	['Cassia quinquangulata', 'Senna quinquangulata']
Senna racemosa	(legume?)	['Senna racemosa']
Senna reticulata	(legume?/tree)	['Cassia reticulata', 'Senna reticulata']
Senna roemeriana	(legume?)	['Cassia roemeriana', 'Senna roemeriana']
Senna ruiziana	(legume?)	['Senna ruiziana']
Senna septemtrionalis	(legume?)	['Senna septemtrionalis']
Senna siamea	(tree)	['Cassia siamea', 'Senna siamea']
Senna silvestris	(tree)	['Senna silvestris']
Senna singueana	(legume?)	['Senna singueana']
Senna skinneri	(legume?)	['Senna skinneri']
Senna sophera	(legume?)	['Senna sophera']
Senna species	not assigned	['Cassia glauca', 'Cassia grandiflora', 'Cassia italica', 'Cassia montana', 'Senna filifolia', 'Senna viscosa']
Senna spectabilis	(legume?/tree)	['Cassia spectabilis', 'Senna spectabilis']
Senna spinescens	(legume?)	['Senna spinescens']
Senna sulfurea	(legume?)	['Senna sulfurea']
Senna surattensis	(legume?)	['Cassia surattensis', 'Senna surattensis']
Senna timoriensis	(legume?)	['Cassia timorensis', 'Senna timoriensis']
Senna tora	legume	['Cassia tora', 'Senna tora']
Senna trolliiflora	(tree)	['Senna trolliiflora']
Senna undulata	(legume?/shrub)	['Cassia undulata', 'Senna undulata']
Senna uniflora	(legume?)	['Senna uniflora']
Senna unijuga	(legume?)	['Senna unijuga']
Senna venusta	(legume?)	['Cassia venusta', 'Senna venusta']
Senna versicolor	(legume?)	['Senna versicolor']
Senna viguierella	(legume?)	['Senna viguierella']
Senna villosa	(legume?)	['Senna villosa']
Senna wislizeni	(legume?)	['Cassia wislizeni', 'Senna wislizeni']
Senra incana	not assigned	['Senra incana']
Septotheca tessmannii	(tree)	['Septotheca tessmannii']
Sequoia sempervirens	(tree)	['Sequoia sempervirens']
Sequoiadendron giganteum	(tree)	['Sequoia gigantea', 'Sequoiadendron giganteum']
Serenoa repens	(tree)	['Serenoa repens']
Serianthes grandiflora	(legume?)	['Serianthes grandiflora']
Serianthes melanesica	(legume?)	['Serianthes melanesica']
Serianthes myriadenia	(legume?)	['Serianthes myriadenia']
Sericanthe auriculata	not assigned	['Tricalysia auriculata']
Sericanthe chevalieri	not assigned	['Sericanthe chevalieri']
Sericocarpus asteroides	forb	['Sericocarpus asteroides']
Sericocarpus oregonensis	not assigned	['Aster oregonensis']
Sericocoma pungens	conflicting (forb vs. shrub)	['Sericocoma pungens']
Sericorema remotiflora	forb	['Sericorema remotiflora']
Sericorema sericea	forb	['Sericorema sericea']
Sericostachys scandens	not assigned	['Sericostachys scandens']
Seringia collina	not assigned	['Keraudrenia collina']
Seringia hermannifolia	not assigned	['Keraudrenia hermanniifolia']
Seringia hillii	not assigned	['Seringia hillii']
Seringia species	not assigned	['Keraudrenia integrifolia']
Seriphium kilimandscharicum	not assigned	['Stoebe kilimandscharica']
Seriphium plumosum	not assigned	['Stoebe plumosa']
Serjania atrolineata	not assigned	['Serjania atrolineata']
Serjania caracasana	not assigned	['Paullinia glabra', 'Serjania caracasana', 'Serjania grandiflora']
Serjania circumvallata	not assigned	['Serjania circumvallata']
Serjania clematidea	not assigned	['Serjania clematidea']
Serjania communis	not assigned	['Serjania communis']
Serjania cornigera	not assigned	['Serjania cornigera']
Serjania diversifolia	not assigned	['Serjania diversifolia']
Serjania elegans	not assigned	['Serjania elegans']
Serjania elongata	not assigned	['Serjania elongata']
Serjania fuscifolia	not assigned	['Serjania fuscifolia']
Serjania glabrata	not assigned	['Serjania glabrata']
Serjania goniocarpa	not assigned	['Serjania goniocarpa']
Serjania grandifolia	not assigned	['Serjania grandifolia']
Serjania hebecarpa	not assigned	['Serjania hebecarpa']
Serjania laroutteana	not assigned	['Serjania laroutteana']
Serjania laruotteana	not assigned	['Serjania laruotteana']
Serjania lethalis	not assigned	['Serjania lethalis']
Serjania membranacea	not assigned	['Serjania exarata', 'Serjania membranacea', 'Serjania pluvialiflorens']
Serjania meridionalis	not assigned	['Serjania meridionalis']
Serjania mexicana	not assigned	['Serjania mexicana']
Serjania multiflora	not assigned	['Serjania multiflora']
Serjania oblongifolia	not assigned	['Serjania oblongifolia']
Serjania obtusidentata	not assigned	['Serjania obtusidentata']
Serjania paradoxa	not assigned	['Serjania paradoxa']
Serjania paucidentata	not assigned	['Serjania paucidentata']
Serjania perulacea	not assigned	['Serjania perulacea']
Serjania psilophylla	not assigned	['Serjania psilophylla']
Serjania pyramidata	not assigned	['Serjania decapleuria']
Serjania racemosa	not assigned	['Serjania racemosa']
Serjania reticulata	not assigned	['Serjania reticulata']
Serjania rhombea	not assigned	['Serjania rhombea']
Serjania rubicaulis	not assigned	['Serjania rubicaulis']
Serjania schiedeana	not assigned	['Serjania schiedeana']
Serjania subdentata	not assigned	['Serjania subdentata']
Serjania tenuifolia	not assigned	['Serjania tenuifolia']
Serjania trachygona	not assigned	['Serjania trachygona']
Serjania tristis	not assigned	['Serjania tristis']
Serpocaulon triseriale	(fern)	['Polypodium triseriale']
Serratula coronata	not assigned	['Serratula coronata']
Serratula tinctoria	forb	['Serratula tinctoria']
Serruria acrocarpa	not assigned	['Serruria acrocarpa']
Serruria aitonii	not assigned	['Serruria aitonii']
Serruria elongata	not assigned	['Serruria elongata']
Serruria fasciflora	(shrub)	['Serruria fasciflora', 'Serruria knightii']
Serruria fucifolia	(shrub)	['Serruria fucifolia']
Serruria glomerata	not assigned	['Serruria glomerata']
Serruria hirsuta	(shrub)	['Serruria hirsuta']
Serruria nervosa	(shrub)	['Serruria nervosa']
Serruria pedunculata	not assigned	['Serruria longipes', 'Serruria pedunculata']
Serruria phylicoides	not assigned	['Serruria gracilis', 'Serruria phylicoides']
Serruria rosea	not assigned	['Serruria rosea']
Serruria villosa	not assigned	['Serruria villosa']
Sersalisia sericea	not assigned	['Pouteria sericea']
Sesamoides interrupta	not assigned	['Sesamoides canescens']
Sesamoides purpurascens	not assigned	['Reseda clusii', 'Reseda purpurascens', 'Sesamoides clusii', 'Sesamoides purpurascens']
Sesamothamnus lugardii	(shrub)	['Sesamothamnus lugardii']
Sesamum abbreviatum	not assigned	['Sesamum abbreviatum']
Sesamum alatum	forb	['Sesamum alatum']
Sesamum angolense	forb	['Sesamum angolense']
Sesamum angustifolium	forb	['Sesamum angustifolium']
Sesamum calycinum	forb	['Sesamum calycinum']
Sesamum capense	not assigned	['Sesamum capense']
Sesamum indicum	forb	['Sesamum indicum']
Sesamum integribracteatum	not assigned	['Ceratotheca integribracteata']
Sesamum latifolium	not assigned	['Sesamum latifolium']
Sesamum marlothii	not assigned	['Sesamum marlothii']
Sesamum orientale	forb	['Sesamum orientale']
Sesamum pedalioides	not assigned	['Sesamum pedalioides']
Sesamum radiatum	forb	['Sesamum radiatum']
Sesamum schinzianum	not assigned	['Sesamum schinzianum']
Sesamum sesamoides	forb	['Ceratotheca sesamoides']
Sesamum trilobum	forb	['Ceratotheca triloba']
Sesamum triphyllum	forb	['Sesamum triphyllum']
Sesbania bispinosa	(legume?)	['Sesbania bispinosa']
Sesbania brachycarpa	(tree)	['Sesbania brachycarpa']
Sesbania cannabina	(legume?)	['Sesbania cannabina']
Sesbania cinerascens	(legume?)	['Sesbania cinerascens']
Sesbania dalzielii	(legume?)	['Sesbania dalzielii']
Sesbania drummondii	(shrub)	['Sesbania drummondii']
Sesbania exasperata	(legume?)	['Sesbania exasperata']
Sesbania formosa	(legume?)	['Sesbania formosa']
Sesbania goetzei	(legume?)	['Sesbania goetzei']
Sesbania grandiflora	(tree)	['Sesbania grandiflora']
Sesbania herbacea	legume	['Sesbania emerus', 'Sesbania exaltata', 'Sesbania herbacea']
Sesbania leptocarpa	(legume?)	['Sesbania leptocarpa']
Sesbania longifolia	(legume?)	['Sesbania longifolia']
Sesbania macowaniana	(legume?)	['Sesbania macowaniana']
Sesbania macrantha	(legume?)	['Sesbania macrantha']
Sesbania madagascariensis	(shrub)	['Sesbania madagascariensis']
Sesbania microphylla	(legume?)	['Sesbania microphylla']
Sesbania pachycarpa	(legume?)	['Sesbania pachycarpa']
Sesbania punicea	(legume?/shrub)	['Daubentonia tripetii', 'Sesbania punicea']
Sesbania quadrata	(legume?)	['Sesbania quadrata']
Sesbania rostrata	(legume?)	['Sesbania rostrata']
Sesbania sesban	(shrub/tree)	['Sesbania sesban']
Sesbania somalensis	(legume?)	['Sesbania somalensis']
Sesbania sonorae	(legume?)	['Sesbania sonorae']
Sesbania sphaerosperma	(legume?)	['Sesbania sphaerosperma']
Sesbania sudanica	(legume?)	['Sesbania sudanica']
Sesbania tetraptera	(legume?)	['Sesbania tetraptera']
Sesbania tomentosa	(shrub)	['Sesbania tomentosa']
Sesbania transvaalensis	(legume?)	['Sesbania transvaalensis']
Sesbania vesicaria	(legume?)	['Glottidium vesicarium', 'Sesbania vesicaria']
Seseli annuum	forb	['Seseli annuum']
Seseli elatum	forb	['Seseli elatum']
Seseli gummiferum	forb	['Seseli gummiferum']
Seseli karateginum	forb	['Seseli karateginum']
Seseli lehmannii	forb	['Seseli lehmannii']
Seseli leucospermum	forb	['Seseli leucospermum']
Seseli libanotis	forb	['Seseli libanotis']
Seseli montanum	forb	['Seseli montanum']
Seseli mucronatum	not assigned	['Ligusticum thomsoni']
Seseli rigidum	not assigned	['Seseli rigidum']
Seseli roylei	not assigned	['Ligusticum marginatum']
Seseli tortuosum	not assigned	['Seseli tortuosum']
Seseli ugoense	forb	['Seseli ugoense']
Sesleria alba	grass	['Sesleria anatolica']
Sesleria albicans	grass	['Sesleria albicans']
Sesleria autumnalis	grass	['Sesleria autumnalis']
Sesleria caerulea	grass	['Sesleria caerulea', 'Sesleria varia']
Sesleria insularis	grass	['Sesleria insularis']
Sessea corymbiflora	not assigned	['Sessea corymbiflora']
Sesuvium humifusum	forb	['Cypselea humifusa']
Sesuvium hydaspicum	forb	['Sesuvium hydaspicum', 'Sesuvium nyasicum']
Sesuvium portulacastrum	forb	['Sesuvium portulacastrum']
Sesuvium revolutifolium	(shrub)	['Sesuvium verrucosum']
Sesuvium sesuvioides	(shrub)	['Sesuvium sesuvioides']
Sesuvium species	not assigned	['Sesuvium sessile']
Setaria adhaerens	grass	['Setaria adhaerens']
Setaria anceps	grass	['Setaria anceps']
Setaria apiculata	grass	['Setaria apiculata']
Setaria appendiculata	grass	['Setaria appendiculata']
Setaria atrata	grass	['Setaria atrata']
Setaria barbata	grass	['Setaria barbata']
Setaria basiclada	grass	['Paspalidium basicladum']
Setaria brigalow	grass	['Paspalidium caespitosum']
Setaria brownii	grass	['Paspalidium gracile']
Setaria clementii	grass	['Paspalidium clementii', 'Setaria clementii']
Setaria constricta	grass	['Paspalidium constrictum']
Setaria distans	grass	['Paspalidium disjunctum', 'Paspalidium distans']
Setaria faberi	grass	['Setaria faberi', 'Setaria faberii', 'Setaria macrocarpa']
Setaria finita	grass	['Setaria finita']
Setaria flavida	grass	['Paspalidium flavidum']
Setaria forbesiana	grass	['Setaria forbesiana']
Setaria gausa	grass	['Paspalidium gausum']
Setaria geminata	grass	['Paspalidium geminatum']
Setaria glauca	grass	['Setaria glauca']
Setaria grandis	grass	['Setaria grandis']
Setaria grandispiculata	grass	['Paspalidium grandispiculatum']
Setaria homonyma	grass	['Setaria homonyma']
Setaria incrassata	grass	['Setaria holstii', 'Setaria incrassata', 'Setaria phanerococca']
Setaria italica	grass	['Setaria germanica', 'Setaria italica', 'Setaria pallidifusca']
Setaria jubiflora	grass	['Paspalidium jubiflorum']
Setaria kagerensis	grass	['Setaria seriata']
Setaria lachnea	grass	['Setaria argentina', 'Setaria lachnea']
Setaria leucopila	grass	['Setaria leucopila']
Setaria liebmannii	grass	['Setaria liebmannii']
Setaria lindenbergiana	grass	['Setaria lindenbergiana']
Setaria longiseta	grass	['Setaria longiseta']
Setaria macrostachya	grass	['Setaria macrostachya']
Setaria magna	grass	['Setaria magna']
Setaria megaphylla	grass	['Setaria megaphylla']
Setaria mendocina	grass	['Setaria mendocina']
Setaria nigrirostris	grass	['Setaria nigrirostris']
Setaria oblongata	grass	['Setaria oblongata']
Setaria obtusifolia	grass	['Paspalidium obtusifolium']
Setaria orthosticha	grass	['Setaria orthosticha']
Setaria palmifolia	grass	['Setaria palmifolia', 'Setaria paniculifera']
Setaria pampeana	grass	['Setaria pampeana']
Setaria parviflora	grass	['Pennisetum polystachion', 'Pennisetum polystachyon', 'Pennisetum polystachyum', 'Setaria parviflora']
Setaria petiolata	grass	['Setaria petiolata']
Setaria plicata	grass	['Setaria plicata']
Setaria pseudaristata	grass	['Setaria pseudaristata']
Setaria pumila	grass	['Setaria pallide-fusca', 'Setaria pumila']
Setaria rara	grass	['Paspalidium rarum']
Setaria restioidea	grass	['Setaria restioidea']
Setaria reverchonii	grass	['Panicum firmulum', 'Panicum ramisetum', 'Panicum reverchoni']
Setaria sagittifolia	grass	['Setaria sagittifolia']
Setaria scabrifolia	grass	['Setaria scabrifolia']
Setaria scheelei	grass	['Setaria scheelei']
Setaria species	grass	['Setaria gracilis', 'Setaria laciniatum', 'Setaria sativa', 'Setaria ustilata']
Setaria sphacelata	grass	['Setaria almaspicata', 'Setaria flabellata', 'Setaria neglecta', 'Setaria sphacelata']
Setaria vaginata	grass	['Setaria vaginata']
Setaria verticillata	grass	['Setaria verticillata', 'Setaria verticilliformis']
Setaria viridis	grass	['Setaria gigantea', 'Setaria viridis']
Setaria vulpiseta	grass	['Setaria vulpiseta']
Setchellanthus caeruleus	not assigned	['Setchellanthus caeruleus']
Sevada schimperi	not assigned	['Sevada schimperi']
Sextonia rubra	(tree)	['Nectandra rubra', 'Ocotea rubra', 'Sextonia rubra']
Shepherdia argentea	(shrub/tree)	['Shepherdia argentea']
Shepherdia canadensis	(shrub)	['Shepherdia canadensis']
Shepherdia rotundifolia	not assigned	['Shepherdia rotundifolia']
Sherardia arvensis	forb	['Sherardia arvensis']
Sherbournia zenkeri	not assigned	['Sherbournia zenkeri']
Shinnersia rivularis	not assigned	['Trichocoronis rivularis']
Shirakiopsis elliptica	(tree)	['Sapium ellipticum', 'Shirakia elliptica']
Shirakiopsis indica	(tree)	['Sapium indicum']
Shirakiopsis virgata	(tree)	['Excoecaria virgata']
Shorea acuminata	(tree)	['Shorea acuminata']
Shorea acuminatissima	(tree)	['Shorea acuminatissima']
Shorea acuta	(tree)	['Shorea acuta']
Shorea albida	(tree)	['Shorea albida']
Shorea almon	(tree)	['Shorea almon']
Shorea amplexicaulis	(tree)	['Shorea amplexicaulis']
Shorea andulensis	(tree)	['Shorea andulensis']
Shorea argentifolia	(tree)	['Shorea argentifolia']
Shorea astylosa	(tree)	['Shorea astylosa']
Shorea atrinervosa	(tree)	['Shorea atrinervosa']
Shorea balanocarpoides	(tree)	['Shorea balanocarpoides']
Shorea beccariana	(tree)	['Shorea beccariana']
Shorea biawak	(tree)	['Shorea biawak']
Shorea blumutensis	(tree)	['Shorea blumutensis']
Shorea bullata	(tree)	['Shorea bullata']
Shorea ciliata	(tree)	['Shorea ciliata']
Shorea collina	(tree)	['Shorea collina']
Shorea coriacea	(tree)	['Shorea coriacea']
Shorea crassa	(tree)	['Shorea crassa']
Shorea curtisii	(tree)	['Shorea curtisii']
Shorea dasyphylla	(tree)	['Shorea dasyphylla']
Shorea elliptica	(tree)	['Shorea elliptica']
Shorea exelliptica	(tree)	['Shorea exelliptica']
Shorea faguetiana	(tree)	['Shorea faguetiana']
Shorea falcifera	(tree)	['Shorea falcifera']
Shorea falciferoides	(tree)	['Shorea balangeran', 'Shorea falciferoides']
Shorea fallax	(tree)	['Shorea fallax']
Shorea ferruginea	(tree)	['Shorea ferruginea']
Shorea flemmichii	(tree)	['Shorea flemmichii']
Shorea foxworthyi	(tree)	['Shorea foxworthyi']
Shorea gibbosa	(tree)	['Shorea gibbosa']
Shorea glauca	(tree)	['Shorea glauca']
Shorea guiso	(tree)	['Shorea guiso']
Shorea havilandii	(tree)	['Shorea havilandi']
Shorea hemsleyana	(tree)	['Shorea hemsleyana']
Shorea hopeifolia	(tree)	['Hopea heimiana', 'Shorea hopeifolia', 'Shorea kalunti']
Shorea inaequilateralis	(tree)	['Shorea inaequilateralis']
Shorea inappendiculata	(tree)	['Shorea inappendiculata']
Shorea johorensis	(tree)	['Shorea johorensis', 'Shorea leptoclados']
Shorea kunstleri	(tree)	['Shorea kunstleri']
Shorea laevis	(tree)	['Shorea laevis']
Shorea laxa	(tree)	['Shorea laxa']
Shorea lepidota	(tree)	['Shorea lepida', 'Shorea lepidota']
Shorea leprosula	(tree)	['Shorea leprosula']
Shorea leptoderma	(tree)	['Shorea leptoderma']
Shorea longisperma	(tree)	['Shorea longisperma', 'Shorea resina-nigra']
Shorea lumutensis	(tree)	['Shorea lumutensis']
Shorea macrantha	(tree)	['Shorea macrantha']
Shorea macrophylla	(tree)	['Shorea gysbertsiana', 'Shorea macrophylla']
Shorea macroptera	(tree)	['Shorea macroptera']
Shorea malibato	(tree)	['Shorea malibato']
Shorea materialis	(tree)	['Shorea materialis']
Shorea maxima	(tree)	['Shorea maxima']
Shorea maxwelliana	(tree)	['Shorea maxwelliana']
Shorea mecistopteryx	(tree)	['Shorea mecistopteryx']
Shorea multiflora	(tree)	['Shorea multiflora']
Shorea negrosensis	(tree)	['Shorea negrosensis']
Shorea oblongifolia	(tree)	['Shorea oblongifolia']
Shorea obtusa	(tree)	['Shorea obtusa']
Shorea ochrophloia	(tree)	['Shorea ochrophloia']
Shorea ovalis	(tree)	['Shorea eximia', 'Shorea ovalis', 'Shorea rigida']
Shorea ovata	(tree)	['Shorea agsaboensis', 'Shorea ovata']
Shorea pachyphylla	(tree)	['Shorea pachyphylla']
Shorea palembanica	(tree)	['Shorea palembanica']
Shorea palosapis	(tree)	['Shorea palosapis']
Shorea parvifolia	(tree)	['Shorea parvifolia']
Shorea parvistipulata	(tree)	['Shorea parvistipulata']
Shorea patoiensis	(tree)	['Shorea patoiensis']
Shorea pauciflora	(tree)	['Shorea pauciflora']
Shorea pilosa	(tree)	['Shorea pilosa']
Shorea pinanga	(tree)	['Shorea pinanga']
Shorea platycarpa	(tree)	['Shorea platycarpa']
Shorea platyclados	(tree)	['Shorea platyclados']
Shorea polysperma	(tree)	['Shorea polysperma']
Shorea quadrinervis	(tree)	['Shorea quadrinervis']
