Species	PFT	Original names
Grewia cuneifolia	not assigned	['Grewia trinervata']
Grewia cyclea	not assigned	['Grewia cyclea']
Grewia decemovulata	(shrub)	['Grewia decemovulata']
Grewia eriocarpa	not assigned	['Grewia elastica', 'Grewia eriocarpa', 'Grewia vestita']
Grewia erythraea	not assigned	['Grewia erythraea']
Grewia erythroxyloides	not assigned	['Grewia erythroxyloides']
Grewia excelsa	not assigned	['Grewia excelsa']
Grewia falcistipula	(shrub)	['Grewia falcistipula']
Grewia flava	(shrub/tree)	['Grewia flava']
Grewia flavescens	(shrub/tree)	['Grewia flavescens', 'Grewia olukondae']
Grewia forbesii	(shrub/tree)	['Grewia forbesii']
Grewia franciscana	not assigned	['Grewia franciscana']
Grewia geayi	not assigned	['Grewia geayi']
Grewia glabra	(tree)	['Grewia glabra']
Grewia glandulosa	(tree)	['Grewia glandulosa']
Grewia glyphaeoidcs	not assigned	['Grewia glyphaeoidcs']
Grewia glyphaeoides	not assigned	['Grewia glyphaeoides']
Grewia gracillima	(shrub)	['Grewia gracillima']
Grewia grevei	not assigned	['Grewia grevei']
Grewia herbacea	(shrub)	['Grewia herbacea']
Grewia hexamita	(shrub)	['Grewia hexamita']
Grewia holstii	(shrub/tree)	['Grewia holstii']
Grewia hornbyi	(shrub)	['Grewia hornbyi']
Grewia humbertii	not assigned	['Grewia humbertii']
Grewia humilis	not assigned	['Grewia humilis']
Grewia inaequilatera	(shrub/tree)	['Grewia inaequilatera']
Grewia laevigata	not assigned	['Grewia laevigata']
Grewia lasiodiscus	not assigned	['Grewia lasiodiscus']
Grewia lavanalensis	not assigned	['Grewia lavanalensis']
Grewia lepidopetala	(shrub/tree)	['Grewia lepidopetala']
Grewia leucophylla	not assigned	['Grewia leucophylla']
Grewia lilacina	not assigned	['Grewia lilacina']
Grewia limae	(shrub/tree)	['Grewia limae']
Grewia luteiflora	not assigned	['Grewia luteiflora']
Grewia madagascariensis	not assigned	['Grewia madagascariensis']
Grewia mahafaliensis	not assigned	['Grewia mahafaliensis']
Grewia meridionalis	not assigned	['Grewia meridionalis']
Grewia micrantha	(shrub)	['Grewia micrantha']
Grewia microcarpa	(shrub/tree)	['Grewia microcarpa']
Grewia microcyclea	not assigned	['Grewia microcyclea']
Grewia mollis	(shrub/tree)	['Grewia mollis']
Grewia monticola	(shrub/tree)	['Grewia monticola']
Grewia multiflora	not assigned	['Grewia multiflora']
Grewia nematopus	not assigned	['Grewia nematopus']
Grewia nitida	not assigned	['Grewia nitida']
Grewia occidentalis	(shrub)	['Grewia occidentalis']
Grewia oppositifolia	not assigned	['Grewia oppositifolia']
Grewia pachycalyx	(shrub)	['Grewia pachycalyx']
Grewia pervillei	not assigned	['Grewia pervillei']
Grewia picta	not assigned	['Grewia aldabrensis']
Grewia plagiophylla	(tree)	['Grewia plagiophylla']
Grewia praecox	(shrub)	['Grewia praecox']
Grewia pubescens	not assigned	['Grewia pubescens', 'Grewia tetragastris']
Grewia pulverulenta	not assigned	['Grewia pulverulenta']
Grewia retinervis	(shrub)	['Grewia retinervis']
Grewia retusifolia	not assigned	['Grewia retusifolia']
Grewia rhamnifolia	not assigned	['Grewia rhamnifolia']
Grewia robusta	not assigned	['Grewia robusta']
Grewia rolfei	not assigned	['Grewia rolfei']
Grewia salicifolia	not assigned	['Grewia salicifolia']
Grewia saligna	not assigned	['Grewia saligna']
Grewia sambiranensis	not assigned	['Grewia sambiranensis']
Grewia schinzii	(shrub/tree)	['Grewia schinzii']
Grewia similis	(tree)	['Grewia similis']
Grewia species	not assigned	['Grewia bilubosa', 'Grewia polygama']
Grewia stolzii	(shrub/tree)	['Grewia stolzii']
Grewia stuhlmannii	not assigned	['Grewia stuhlmannii']
Grewia stylocarpa	not assigned	['Grewia stylocarpa']
Grewia suarezensis	not assigned	['Grewia suarezensis']
Grewia subaequalis	not assigned	['Grewia subaequalis']
Grewia subinaequalis	not assigned	['Grewia subinaequalis']
Grewia subspathulata	(shrub/tree)	['Grewia subspathulata']
Grewia sulcata	(shrub)	['Grewia sulcata']
Grewia tembensis	(tree)	['Grewia tembensis']
Grewia tenax	(shrub)	['Grewia tenax']
Grewia tiliifolia	not assigned	['Grewia tiliaefolia', 'Grewia tiliifolia']
Grewia trichocarpa	(tree)	['Grewia trichocarpa']
Grewia triflora	not assigned	['Grewia triflora']
Grewia trifolia	not assigned	['Grewia trifolia']
Grewia truncata	(shrub)	['Grewia truncata']
Grewia tulearensis	not assigned	['Grewia tulearensis']
Grewia villosa	(shrub)	['Grewia villosa']
Greyia sutherlandii	(tree)	['Greyia sutherlandii']
Grias cauliflora	(tree)	['Grias cauliflora', 'Grias fendleri']
Grias colombiana	not assigned	['Grias colombiana']
Grias neuberthii	(tree)	['Grias neuberthii']
Grias peruviana	(tree)	['Grias peruviana']
Grielum grandiflorum	not assigned	['Grielum grandiflorum']
Grielum humifusum	not assigned	['Grielum humifusum']
Grielum sinuatum	not assigned	['Grielum sinuatum']
Griffonia simplicifolia	(legume?)	['Griffonia simplicifolia']
Grina autumnalis	not assigned	['Grina autumnalis']
Grindelia anethifolia	(shrub)	['Haplopappus pectinatus']
Grindelia chiloensis	(shrub)	['Grindelia chiloensis']
Grindelia ciliata	forb	['Haplopappus ciliatus']
Grindelia hirsutula	conflicting (forb vs. shrub)	['Grindelia camporum', 'Grindelia cuneifolia', 'Grindelia hirsutula', 'Grindelia robusta', 'Grindelia stricta']
Grindelia integrifolia	conflicting (forb vs. shrub)	['Grindelia integrifolia']
Grindelia inuloides	not assigned	['Grindelia inuloides']
Grindelia lanceolata	forb	['Grindelia lanceolata']
Grindelia oxylepis	conflicting (forb vs. shrub)	['Grindelia oxylepis']
Grindelia pulchella	forb	['Grindelia pulchella']
Grindelia squarrosa	conflicting (forb vs. shrub)	['Grindelia squarrosa', 'Grindelia squarrose']
Grindelia subalpina	forb	['Grindelia subalpina']
Griselinia littoralis	(tree)	['Griselinia littoralis']
Griselinia lucida	not assigned	['Griselinia lucida']
Griselinia racemosa	not assigned	['Griselinia racemosa']
Griselinia ruscifolia	not assigned	['Griselinia ruscifolia']
Grisollea myriantha	(shrub/tree)	['Grisollea myriantha']
Groenlandia densa	forb	['Groenlandia densa']
Grona adscendens	conflicting (forb vs. shrub)	['Desmodium adscendens']
Grona appressipila	legume	['Desmodium appressipilum']
Grona barbata	conflicting (forb vs. shrub)	['Desmodium barbatum']
Grona brownii	legume	['Desmodium brownii']
Grona caffra	conflicting (forb vs. shrub)	['Desmodium dregeanum']
Grona cordifolia	legume	['Desmodium cordifolium']
Grona fulvescens	legume	['Desmodium fulvescens']
Grona helenae	conflicting (forb vs. shrub)	['Desmodium helenae']
Grona heterocarpos	(shrub)	['Desmodium heterocarpon']
Grona heterophylla	legume	['Desmodium heterophyllum']
Grona hirta	conflicting (forb vs. shrub)	['Desmodium hirtum']
Grona schweinfurthii	(legume?)	['Desmodium schweinfurthii']
Grona setigera	legume	['Desmodium setigerum']
Grona species	not assigned	['Desmodium triflorum']
Grona stolzii	legume	['Desmodium stolzii']
Grona varians	legume	['Desmodium varians']
Grossera vignei	(tree)	['Grossera vignei']
Grubbia rosmarinifolia	(shrub)	['Grubbia rosmarinifolia']
Grubbia rourkei	(shrub)	['Grubbia rourkei']
Grubbia tomentosa	(shrub)	['Grubbia tomentosa']
Grubovia dasyphylla	forb	['Bassia dasyphylla', 'Kochia dasyphylla']
Grubovia krylowii	forb	['Kochia krylovii']
Grubovia melanoptera	forb	['Kochia melanoptera']
Grypothrix cuspidata	(fern)	['Pronephrium cuspidatum']
Guadua amplexifolia	grass	['Bambusa amplexifolia', 'Guadua amplexifolia']
Guadua angustifolia	grass	['Bambusa guadua', 'Guadua angustifolia']
Guadua calderoniana	grass	['Guadua calderoniana']
Guadua chacoensis	grass	['Guadua chacoensis']
Guadua ciliata	grass	['Guadua ciliata']
Guadua glomerata	grass	['Guadua glomerata']
Guadua latifolia	grass	['Guadua latifolia']
Guadua longifolia	grass	['Guadua longifolia']
Guadua maclurei	grass	['Guadua macclurei']
Guadua macrospiculata	grass	['Guadua macrospiculata']
Guadua macrostachya	grass	['Guadua macrostachya']
Guadua maculosa	grass	['Guadua maculosa']
Guadua paniculata	grass	['Guadua paniculata']
Guadua paraguayana	grass	['Guadua paraguayana']
Guadua refracta	grass	['Guadua refracta']
Guadua sarcocarpa	grass	['Guadua sarcocarpa']
Guadua superba	grass	['Guadua superba']
Guadua tagoara	grass	['Guadua tagoara']
Guadua trinii	grass	['Guadua trinii']
Guadua uncinata	grass	['Guadua uncinata']
Guadua velutina	grass	['Guadua velutina']
Guadua venezuelae	grass	['Guadua venezuelae']
Guadua virgata	grass	['Guadua virgata']
Guadua weberbaueri	grass	['Guadua weberbaueri']
Guaduella densiflora	grass	['Guaduella densiflora']
Guaduella dichroa	grass	['Guaduella dichroa']
Guaduella humilis	grass	['Guaduella humilis']
Guaduella macrostachys	grass	['Guaduella macrostachys']
Guaduella marantifolia	grass	['Guaduella marantifolia']
Guaduella oblonga	grass	['Guaduella oblonga']
Guaiacum coulteri	(shrub/tree)	['Guaiacum coulteri']
Guaiacum officinale	not assigned	['Guaiacum officinale']
Guaiacum sanctum	(shrub/tree)	['Guaiacum sanctum']
Guapira areolata	(tree)	['Guapira areolata', 'Pisonia cacerensis']
Guapira cuspidata	not assigned	['Guapira cuspidata', 'Pisonia cuspidata', 'Torrubia cuspidata']
Guapira discolor	not assigned	['Guapira discolor', 'Pisonia discolor', 'Pisonia longifolia']
Guapira eggersiana	(tree)	['Guapira glabra']
Guapira fragrans	(tree)	['Guapira fragrans']
Guapira graciliflora	(tree)	['Guapira graciliflora']
Guapira ligustrifolia	not assigned	['Pisonia ligustrifolia']
Guapira noxia	(tree)	['Guapira noxia']
Guapira obtusata	(tree)	['Guapira obtusata']
Guapira opposita	(tree)	['Guapira opposita', 'Pisonia olfersiana']
Guapira pacurero	not assigned	['Guapira pacurero']
Guapira pernambucensis	not assigned	['Guapira pernambucensis']
Guapira petenensis	not assigned	['Guapira macrocarpa']
Guapira species	not assigned	['Guapira clasica', 'Guapira granclasica']
Guapira standleyana	(tree)	['Guapira standleyana']
Guarea carinata	(tree)	['Guarea carinata']
Guarea ecuadoriensis	(tree)	['Guarea ecuadoriensis']
Guarea fistulosa	(tree)	['Guarea fistulosa']
Guarea glabra	(shrub/tree)	['Guarea bullata', 'Guarea chiricana', 'Guarea excelsa', 'Guarea glabra', 'Guarea ramiflora', 'Guarea schomburgkii']
Guarea gomma	(tree)	['Guarea fissicalyx', 'Guarea gomma']
Guarea guentheri	(tree)	['Guarea guentheri']
Guarea guidonia	(shrub/tree)	['Guarea grandifolia', 'Guarea guidonia', 'Guarea multiflora', 'Guarea trichilioides']
Guarea hoffmanniana	(tree)	['Guarea macropetala']
Guarea humaitensis	(shrub/tree)	['Guarea humaitensis']
Guarea kunthiana	(shrub/tree)	['Guarea grandifoliola', 'Guarea kunthiana']
Guarea macrophylla	(tree)	['Guarea macrophylla']
Guarea megantha	not assigned	['Guarea chichon', 'Guarea grandiflora', 'Guarea longipetiola']
Guarea polymera	(shrub/tree)	['Guarea polymera']
Guarea pterorhachis	(tree)	['Guarea pterorhachis']
Guarea pubescens	(tree)	['Guarea pubescens']
Guarea purusana	(tree)	['Guarea purusana']
Guarea rhopalocarpa	(tree)	['Guarea rhopalocarpa', 'Guarea tuisana']
Guarea scabra	(shrub/tree)	['Guarea scabra']
Guarea silvatica	(tree)	['Guarea silvatica']
Guarea species	not assigned	['Guarea falsakunth', 'Guarea fuzzy', 'Guarea gigakunth', 'Guarea guenthfuzzy', 'Guarea patricio', 'Guarea sp.', 'Guarea swartzii']
Guarea tonduzii	(tree)	['Guarea tonduzii']
Guarea trunciflora	(tree)	['Guarea trunciflora']
Guarianthe aurantiaca	forb	['Cattleya aurantiaca']
Guateria nigrensis	not assigned	['Guateria nigrensis']
Guatteria aberrans	not assigned	['Guatteria aberrans']
Guatteria acutissima	(tree)	['Guatteria acutissima']
Guatteria aeruginosa	(tree)	['Guatteria aeruginosa']
Guatteria alutacea	(tree)	['Guatteria alutacea']
Guatteria amplifolia	(tree)	['Guatteria amplifolia']
Guatteria asplundiana	not assigned	['Guatteria asplundiana']
Guatteria australis	(tree)	['Guatteria australis', 'Guatteria gomeziana', 'Guatteria nigrescens']
Guatteria blainii	(shrub)	['Guatteria blainii']
Guatteria blepharophylla	(tree)	['Guatteria brevicuspis', 'Guatteria dielsiana']
Guatteria boliviana	(tree)	['Guatteria boliviana']
Guatteria campestris	(shrub)	['Guatteria xylopioides']
Guatteria cargadero	(tree)	['Guatteria cargadero']
Guatteria caribaea	(tree)	['Guatteria caribaea']
Guatteria cestrifolia	(tree)	['Guatteria cestrifolia']
Guatteria chrysophylla	(tree)	['Guatteria chrysophylla']
Guatteria citriodora	(tree)	['Guatteria citriodora']
Guatteria consanguinea	not assigned	['Guatteria consanguinea']
Guatteria curvipetala	not assigned	['Guatteria curvipetala']
Guatteria decurrens	(tree)	['Guatteria decurrens']
Guatteria diospyroides	(tree)	['Guatteria diospyroides']
Guatteria dumetorum	(tree)	['Guatteria dumetorum']
Guatteria eugeniifolia	(tree)	['Guatteria eugeniifolia']
Guatteria galeottiana	(tree)	['Guatteria galeottiana']
Guatteria guentheri	(tree)	['Guatteria guentheri']
Guatteria guianensis	(tree)	['Guatteria guianensis', 'Guatteria multivenia']
Guatteria heteropetala	not assigned	['Heteropetalum brasiliense']
Guatteria megalophylla	(tree)	['Guatteria megalophylla']
Guatteria modesta	(tree)	['Guatteria chlorantha', 'Guatteria glaberrima', 'Guatteria modesta', 'Guatteria puncticulata']
Guatteria odorata	(tree)	['Guatteria odorata']
Guatteria olivacea	(tree)	['Guatteria olivacea']
Guatteria oliviformis	not assigned	['Guatteria oliviformis']
Guatteria poeppigiana	(tree)	['Guatteria poeppigiana']
Guatteria procera	(tree)	['Guatteria procera']
Guatteria recurvisepala	(tree)	['Guatteria recurvisepala']
Guatteria schomburgkiana	(tree)	['Guatteria schomburgkiana']
Guatteria scytophylla	(tree)	['Guatteria micans', 'Guatteria scytophylla']
Guatteria slateri	not assigned	['Guatteria slateri']
Guatteria species	not assigned	['Guatteria gigante', 'Guatteria gransmoothie', 'Guatteria planerdorita', 'Guatteria punctomarron']
Guatteria tomentosa	(shrub/tree)	['Guatteria tomentosa']
Guazuma crinita	(tree)	['Guazuma crinita']
Guazuma ulmifolia	(tree)	['Guazuma tomentosa', 'Guazuma ulmifolia']
Gueldenstaedtia verna	legume	['Gueldenstaedtia multiflora', 'Gueldenstaedtia stenophylla', 'Gueldenstaedtia verna']
Guettarda argentea	(tree)	['Guettarda argentea']
Guettarda aromatica	(tree)	['Guettarda aromatica']
Guettarda combsii	not assigned	['Guettarda combsii', 'Guettarda seleriana']
Guettarda divaricata	not assigned	['Guettarda divaricata']
Guettarda elliptica	(tree)	['Guettarda elliptica']
Guettarda foliacea	(tree)	['Guettarda foliacea']
Guettarda macrosperma	not assigned	['Guettarda macrosperma']
Guettarda odorata	(tree)	['Guettarda parviflora']
Guettarda scabra	(tree)	['Guettarda scabra']
Guettarda speciosa	not assigned	['Guettarda speciosa']
Guettarda spruceana	(tree)	['Guettarda spruceana']
Guettarda uruguensis	(tree)	['Guettarda uruguensis']
Guettarda valenzuelana	not assigned	['Guettarda valenzuelana']
Guettardella chinensis	(shrub/tree)	['Antirhea chinensis', 'Guettardella chinensis']
Guianodendron praeclarum	(tree)	['Acosmium praeclarum']
Guibourtia arnoldiana	(legume?)	['Guibourtia arnoldiana']
Guibourtia chodatiana	(legume?/tree)	['Copaifera chodatiana', 'Guibourtia chodatiana', 'Pseudocopaiva chodatiana']
Guibourtia coleosperma	(tree)	['Guibourtia coleosperma']
Guibourtia conjugata	(legume?)	['Guibourtia conjugata']
Guibourtia copallifera	(legume?)	['Guibourtia copallifera']
Guibourtia demeusei	(tree)	['Guibourtia demeusei']
Guibourtia ehie	(legume?)	['Guibourtia ehie']
Guibourtia hymenaefolia	(legume?)	['Guibourtia hymenaefolia']
Guibourtia pellegriniana	(legume?)	['Guibourtia pellegriniana']
Guibourtia tessmannii	(legume?)	['Guibourtia tessmannii']
Guichenotia ledifolia	not assigned	['Guichenotia ledifolia']
Guichenotia macrantha	not assigned	['Guichenotia macrantha']
Guiera senegalensis	(shrub)	['Guiera senegalensis']
Guilandina bonduc	(legume?)	['Caesalpinia bonduc', 'Caesalpinia bonducella']
Guilandina delphinensis	(legume?)	['Caesalpinia delphinensis']
Guilandina robusta	(legume?)	['Caesalpinia robusta']
Guilandina volkensii	(legume?)	['Caesalpinia volkensii']
Guilfoylia monostylis	(tree)	['Guilfoylia monostylis']
Guilleminea densa	forb	['Brayulinea densa', 'Guilleminea densa']
Guindilia trinervis	(shrub)	['Guindilia trinervis', 'Valenzuelia trinervis']
Guioa acutifolia	(tree)	['Guioa acutifolia']
Guioa bijuga	not assigned	['Guioa bijuga']
Guioa coriacea	not assigned	['Guioa coriacea']
Guioa diplopetala	not assigned	['Guioa diplopetala']
Guioa lasioneura	not assigned	['Guioa lasioneura']
Guioa montana	not assigned	['Guioa montana']
Guioa semiglauca	(tree)	['Guioa semiglauca']
Guiraoa arvensis	not assigned	['Guiraoa arvensis']
Guizotia abyssinica	forb	['Guizotia abyssinica']
Guizotia scabra	not assigned	['Guizotia scabra']
Gundelia tournefortii	forb	['Gundelia tournefortii']
Guneria dzhawakhetica	not assigned	['Scorzonera dzhawakhetica']
Gunillaea emirnensis	forb	['Gunillaea emirnensis']
Gunillaea rhodesica	forb	['Gunillaea rhodesica']
Gunnera dentata	forb	['Gunnera dentata']
Gunnera magellanica	forb	['Gunnera magellanica']
Gunnera perpensa	forb	['Gunnera perpensa']
Gunnera prorepens	forb	['Gunnera prorepens']
Gunnera tinctoria	forb	['Gunnera tinctoria']
Gunniopsis calva	(shrub)	['Gunniopsis calva']
Gunniopsis glabra	forb	['Gunniopsis glabra']
Gunniopsis quadrifida	(shrub)	['Gunniopsis quadrifida']
Gurania bignoniacea	forb	['Gurania coccinea', 'Psiguria bignoniacea']
Gurania eriantha	not assigned	['Gurania eriantha']
Gurania lobata	not assigned	['Gurania macrantha', 'Gurania spinulosa']
Gurania makoyana	not assigned	['Gurania makoyana']
Gurania pedata	not assigned	['Gurania pedata']
Gurania rhizantha	not assigned	['Gurania rhizantha']
Gurania tubulosa	not assigned	['Gurania megistantha']
Gustavia augusta	(tree)	['Gustavia augusta', 'Gustavia brasiliensis']
Gustavia elliptica	(tree)	['Gustavia elliptica']
Gustavia fosteri	(tree)	['Gustavia fosteri']
Gustavia gigantophylla	not assigned	['Gustavia gigantophylla']
Gustavia hexapetala	(tree)	['Gustavia hexapetala']
Gustavia longifolia	(tree)	['Gustavia longifolia']
Gustavia macarenensis	(tree)	['Gustavia macarenensis']
Gustavia nana	not assigned	['Gustavia nana']
Gustavia poeppigiana	not assigned	['Gustavia poeppigiana']
Gustavia pulchra	not assigned	['Gustavia pulchra']
Gustavia speciosa	(tree)	['Gustavia speciosa']
Gustavia superba	(tree)	['Gustavia superba']
Gutenbergia adenocarpa	forb	['Gutenbergia adenocarpa']
Gutenbergia cordifolia	(shrub)	['Gutenbergia cordifolia']
Gutenbergia eylesii	forb	['Gutenbergia eylesii']
Gutenbergia gossweileri	conflicting (forb vs. shrub)	['Gutenbergia gossweileri']
Gutenbergia kassneri	conflicting (forb vs. shrub)	['Gutenbergia kassneri']
Gutenbergia leiocarpa	forb	['Gutenbergia leiocarpa']
Gutenbergia mweroensis	forb	['Gutenbergia mweroensis']
Gutenbergia polycephala	conflicting (forb vs. shrub)	['Gutenbergia polycephala']
Gutenbergia spermacoceoides	conflicting (forb vs. shrub)	['Gutenbergia spermacoceoides']
Gutenbergia trifolia	forb	['Gutenbergia trifolia']
Gutenbergia westii	forb	['Gutenbergia westii']
Gutierrezia californica	conflicting (forb vs. shrub)	['Gutierrezia californica']
Gutierrezia gayana	not assigned	['Gutierrezia gayana']
Gutierrezia microcephala	(shrub)	['Gutierrezia microcephala']
Gutierrezia sarothrae	conflicting (forb vs. shrub)	['Gutierrezia sarothrae']
Gutierrezia texana	not assigned	['Gutierrezia texana']
Guyonia glandulosa	forb	['Dissotis glandulosa']
Guzmania altsonii	forb	['Guzmania altsonii']
Guzmania lingulata	forb	['Guzmania lingulata']
Guzmania melinonis	forb	['Guzmania melinonis']
Guzmania monostachia	forb	['Guzmania monostachia']
Guzmania mucronata	forb	['Guzmania mucronata']
Guzmania species	not assigned	['Guzmania biomeleid']
Guzmania wittmackii	forb	['Guzmania wittmackii']
Gyminda latifolia	(tree)	['Gyminda latifolia']
Gymnaconitum gymnandrum	forb	['Aconitum gymnandrum']
Gymnacranthera bancana	(tree)	['Gymnacranthera bancana']
Gymnacranthera canarica	(tree)	['Gymnacranthera canarica', 'Myristica canarica']
Gymnacranthera contracta	(tree)	['Gymnacranthera contracta']
Gymnacranthera farquhariana	(tree)	['Gymnacranthera eugeniifolia', 'Gymnacranthera farquhariana', 'Gymnacranthera paniculata', 'Gymnacranthera zippeliana']
Gymnacranthera forbesii	(tree)	['Gymnacranthera forbesii']
Gymnacranthera maliliensis	(tree)	['Gymnacranthera maliliensis']
Gymnacranthera ocellata	(tree)	['Gymnacranthera ocellata']
Gymnadenia conopsea	forb	['Gymnadenia conopsea']
Gymnadenia corneliana	forb	['Nigritella corneliana']
Gymnadenia intermedia	forb	['Gymnadenia intermedia']
Gymnadenia miniata	forb	['Nigritella rubra', 'Orchis miniata']
Gymnadenia nigra	forb	['Nigritella nigra']
Gymnadenia odoratissima	forb	['Gymnadenia odoratissima']
Gymnadenia rhellicani	forb	['Nigritella rhellicani']
Gymnadenia widderi	forb	['Nigritella widderi']
Gymnanthemum amygdalinum	(shrub/tree)	['Vernonia amygdalina']
Gymnanthemum auriculiferum	not assigned	['Vernonia auriculifera']
Gymnanthemum bellinghamii	(shrub/tree)	['Vernonia bellinghamii']
Gymnanthemum corymbosum	(shrub)	['Vernonia tigna']
Gymnanthemum exsertiflorum	(shrub/tree)	['Vernonia exsertiflora']
Gymnanthemum glaberrimum	(shrub)	['Vernonia glaberrima']
Gymnanthemum myrianthum	(shrub)	['Vernonia myriantha']
Gymnanthemum pectorale	not assigned	['Vernonia pectoralis']
Gymnanthemum thomsonianum	(shrub)	['Vernonia thomsoniana']
Gymnanthes borneensis	not assigned	['Gymnanthes borneensis', 'Sebastiania borneensis']
Gymnanthes hypoleuca	not assigned	['Gymnanthes hypoleuca']
Gymnanthes inopinata	(tree)	['Duvigneaudia inopinata']
Gymnanthes longipes	not assigned	['Gymnanthes longipes']
Gymnanthes lucida	(tree)	['Ateramnus lucidus', 'Gymnanthes lucida']
Gymnanthes remota	conflicting (forb vs. shrub)	['Sebastiania remota']
Gymnarrhena micrantha	not assigned	['Gymnarrhena micrantha']
Gymnema inodorum	not assigned	['Gymnema inodorum']
Gymnema pachyglossum	not assigned	['Gymnema pachyglossum']
Gymnema sylvestre	not assigned	['Gymnema sylvestre']
Gymnema trinerve	not assigned	['Gymnema trinerve']
Gymnocalycium monvillei	not assigned	['Gymnocalycium monvillei']
Gymnocarpium dryopteris	(fern)	['Dryopteris linnaeana', 'Gymnocarpium dryopteris']
Gymnocarpium robertianum	(fern)	['Gymnocarpium robertianum']
Gymnocarpos decander	conflicting (forb vs. shrub)	['Gymnocarpos fruticosum', 'Paronychia decandra']
Gymnocarpos decandrus	not assigned	['Gymnocarpos decandrum']
Gymnocladus chinensis	(legume?)	['Gymnocladus chinensis']
Gymnocladus dioicus	(tree)	['Gymnocladus dioica']
Gymnolaena oaxacana	not assigned	['Gymnolaena oaxacana']
Gymnophyton isatidicarpum	forb	['Gymnophyton isatidicarpum']
Gymnophyton robustum	forb	['Gymnophyton robustum']
Gymnopodium floribundum	(tree)	['Gymnopodium floribundum']
Gymnopogon ambiguus	grass	['Gymnopogon ambiguus']
Gymnopogon aristiglumis	grass	['Gymnopogon aristiglumis']
Gymnopogon brevifolius	grass	['Gymnopogon brevifolius']
Gymnopogon burchellii	grass	['Gymnopogon burchellii']
Gymnopogon chapmanianus	grass	['Gymnopogon chapmanianus', 'Gymnopogon floridanus']
Gymnopogon delicatulus	grass	['Gymnopogon delicatulus']
Gymnopogon doellii	grass	['Gymnopogon doellii']
Gymnopogon fastigiatus	grass	['Gymnopogon fastigiatus']
Gymnopogon foliosus	grass	['Gymnopogon foliosus']
Gymnopogon glaber	grass	['Gymnopogon glaber']
Gymnopogon grandiflorus	grass	['Gymnopogon grandiflorus']
Gymnopogon legrandii	grass	['Gymnopogon legrandii']
Gymnopogon spicatus	grass	['Gymnopogon spicatus']
Gymnoschoenus sphaerocephalus	grass	['Gymnoschoenus sphaerocephalus']
Gymnosperma glutinosum	(shrub)	['Gymnosperma glutinosum']
Gymnosphaera capensis	(fern)	['Cyathea capensis']
Gymnosphaera podophylla	(fern)	['Cyathea podophylla']
Gymnosphaera rebeccae	(fern)	['Cyathea rebeccae']
Gymnosporia acuminata	(tree)	['Maytenus acuminata']
Gymnosporia albata	not assigned	['Maytenus albata']
Gymnosporia buchananii	(tree)	['Maytenus buchananii']
Gymnosporia buxifolia	not assigned	['Gymnosporia buxifolia']
Gymnosporia cassinoides	(shrub)	['Maytenus canariensis']
Gymnosporia chasei	(shrub/tree)	['Maytenus chasei']
Gymnosporia crenata	(shrub/tree)	['Maytenus crenata']
Gymnosporia diversifolia	not assigned	['Gymnosporia diversifolia']
Gymnosporia drummondii	not assigned	['Maytenus drummondii']
Gymnosporia emarginata	(shrub)	['Gymnosporia emarginata']
Gymnosporia glaucophylla	not assigned	['Gymnosporia glaucophylla']
Gymnosporia heterophylla	(shrub/tree)	['Maytenus heterophylla']
Gymnosporia laurina	(tree)	['Maytenus oleoides']
Gymnosporia leptopus	not assigned	['Gymnosporia leptopus']
Gymnosporia linearis	(shrub)	['Gymnosporia linearis']
Gymnosporia markwardii	not assigned	['Gymnosporia markwardii']
Gymnosporia mossambicensis	(shrub/tree)	['Gymnosporia mossambicensis', 'Maytenus mossambicensis']
Gymnosporia obscura	not assigned	['Maytenus obscura']
Gymnosporia oxycarpa	(shrub)	['Maytenus oxycarpa']
Gymnosporia peduncularis	not assigned	['Maytenus peduncularis']
Gymnosporia polyacantha	not assigned	['Gymnosporia polyacantha']
Gymnosporia procumbens	(shrub/tree)	['Maytenus procumbens']
Gymnosporia pubescens	(shrub)	['Maytenus pubescens']
Gymnosporia putterlickioides	(shrub/tree)	['Maytenus putterlickioides']
Gymnosporia rufa	(tree)	['Maytenus rufa']
Gymnosporia senegalensis	(tree)	['Gymnosporia senegalensis', 'Maytenus senegalensis']
Gymnosporia tenuispina	(shrub)	['Maytenus tenuispina']
Gymnosporia undata	(tree)	['Maytenus undata']
Gymnostachys anceps	forb	['Gymnostachys anceps']
Gymnostemon zaizou	not assigned	['Gymnostemon zaiaou']
Gymnosteris nudicaulis	not assigned	['Gymnosteris nudicaulis']
Gymnostoma glaucescens	not assigned	['Gymnostoma glaucescens']
Gymnostoma nobile	not assigned	['Casuarina nobilis']
Gymnostoma papuanum	(tree)	['Casuarina papuana', 'Gymnostoma papuanum']
Gymnostoma poissonianum	not assigned	['Gymnostoma poissonianum']
Gymnostoma rumphianum	(tree)	['Gymnostoma rumphianum']
Gymnostoma sumatranum	not assigned	['Gymnostoma sumatranum']
Gynandropsis gynandra	forb	['Cleome gynandra', 'Gynandropsis gynandra', 'Gynandropsis pentaphylla']
Gynatrix pulchella	not assigned	['Gynatrix pulchella']
Gynerium sagittatum	grass	['Gynerium sagittatum']
Gynocardia odorata	not assigned	['Gynocardia odorata']
Gynochthodes coriacea	not assigned	['Gynochthodes coriacea']
Gynochthodes jasminoides	(shrub)	['Morinda jasminoides']
