Species	Family	Original names
Atriplex tatarica	Chenopodiaceae	[]
Atriplex texana	Chenopodiaceae	[]
Atriplex torreyi	Chenopodiaceae	[]
Atriplex truncata	Chenopodiaceae	[]
Atriplex turbinata	Chenopodiaceae	[]
Atriplex turcomanica	Chenopodiaceae	['Atriplex leucoclada', 'Atriplex leucocladum']
Atriplex velutinella	Chenopodiaceae	[]
Atriplex vesicaria	Chenopodiaceae	[]
Atriplex vestita	Chenopodiaceae	[]
Atriplex wolfii	Chenopodiaceae	['Atriplex tenuissima']
Atropa acuminata	Solanaceae	[]
Atropa belladonna	Solanaceae	['Atropa bella-donna']
Attalea butyracea	Arecaceae	[]
Attalea cohune	Arecaceae	['Orbignya cohune']
Attalea crassispatha	Arecaceae	[]
Attalea funifera	Arecaceae	[]
Attalea insignis	Arecaceae	['Scheelea attaleoides']
Attalea maripa	Arecaceae	['Attalea regia', 'Maximiliana regia']
Attalea phalerata	Arecaceae	[]
Attalea rostrata	Arecaceae	['Scheelea rostrata', 'Scheelea zonensis']
Attalea species	not assigned	['Attalea caribaea', 'Attalea densiflorus', 'Attalea zonensis']
Attalea speciosa	Arecaceae	['Orbignya martiana', 'Orbignya speciosa']
Attalea spectabilis	Arecaceae	['Orbignya spectabilis']
Attalea vitrivir	Arecaceae	['Orbignya oleifera']
Atuna cordata	Chrysobalanaceae	[]
Atuna excelsa	Chrysobalanaceae	['Atuna racemosa', 'Parinari asperula', 'Parinari glaberrima', 'Parinari villamilii']
Aubregrinia taiensis	Sapotaceae	[]
Aubrevillea kerstingii	Fabaceae	[]
Aubrevillea platicarpa	Fabaceae	['Aubrevillea platycarpa']
Aubrieta columnae	Brassicaceae	['Aubrietia columnae']
Aubrieta deltoidea	Brassicaceae	['Aubrieta intermedia']
Aucoumea klaineana	Burseraceae	[]
Aucuba chinensis	Aucubaceae	['Aucuba omeiensis']
Aucuba himalaica	Aucubaceae	[]
Aucuba japonica	Aucubaceae	[]
Augea capensis	Zygophyllaceae	[]
Augouardia letestui	Fabaceae	[]
Aulacocalyx jasminiflora	Rubiaceae	[]
Aulacomnium turgidum	Aulacomniaceae	['Aulacomnuium turgidum']
Aulax cancellata	Proteaceae	[]
Aulax pallasia	Proteaceae	[]
Aulax umbellata	Proteaceae	['Aulax cneorifolia', 'Aulax umbellatam']
Aulonemia amplissima	Poaceae	[]
Aulonemia aristulata	Poaceae	[]
Aulonemia bogotensis	Poaceae	[]
Aulonemia boliviana	Poaceae	[]
Aulonemia chimantaensis	Poaceae	[]
Aulonemia deflexa	Poaceae	[]
Aulonemia dinirensis	Poaceae	[]
Aulonemia effusa	Poaceae	[]
Aulonemia goyazensis	Poaceae	[]
Aulonemia haenkei	Poaceae	[]
Aulonemia herzogiana	Poaceae	[]
Aulonemia hirtula	Poaceae	[]
Aulonemia humillima	Poaceae	[]
Aulonemia jauaensis	Poaceae	[]
Aulonemia laxa	Poaceae	[]
Aulonemia longiaristata	Poaceae	[]
Aulonemia longipedicellata	Poaceae	[]
Aulonemia nitida	Poaceae	[]
Aulonemia parviflora	Poaceae	[]
Aulonemia patriae	Poaceae	[]
Aulonemia patula	Poaceae	['Aulonemia sodiroana']
Aulonemia pumila	Poaceae	[]
Aulonemia purpurata	Poaceae	[]
Aulonemia queko	Poaceae	[]
Aulonemia radiata	Poaceae	['Aulonemia fimbriatifolia', 'Aulonemia glaziovii', 'Aulonemia ramosissima']
Aulonemia robusta	Poaceae	[]
Aulonemia setigera	Poaceae	[]
Aulonemia setosa	Poaceae	['Eremocaulon setosum']
Aulonemia subpectinata	Poaceae	[]
Aulonemia tremula	Poaceae	[]
Aulonemia trianae	Poaceae	[]
Aulonemia viscosa	Poaceae	[]
Aulonemiella ecuadorensis	Poaceae	['Arthrostylidium ecuadorense']
Aulospermum longipes	Apiaceae	['Cymopterus longipes']
Aulospermum purpureum	Apiaceae	['Cymopterus purpureus']
Auranticarpa rhombifolia	Pittosporaceae	['Pittosporum rhombifolium']
Aureolaria flava	Scrophulariaceae	[]
Aureolaria pedicularia	Scrophulariaceae	[]
Aurinia corymbosa	Brassicaceae	['Alyssum corymbosum']
Aurinia gionae	Brassicaceae	[]
Aurinia leucadea	Brassicaceae	['Aurinia leucadaea']
Aurinia moreana	Brassicaceae	[]
Aurinia petraea	Brassicaceae	[]
Aurinia saxatilis	Brassicaceae	[]
Aurinia sinuata	Brassicaceae	[]
Australopyrum calcis	Poaceae	['Agropyron calcis']
Australopyrum pectinatum	Poaceae	['Agropyron brownei']
Australopyrum retrofractum	Poaceae	['Agropyron retrofractum']
Australopyrum uncinatum	Poaceae	['Agropyron uncinatum']
Australopyrum velutinum	Poaceae	['Agropyron velutinum']
Austrobaileya scandens	Austrobaileyaceae	[]
Austroblechnum colensoi	Blechnaceae	['Blechnum colensoi']
Austroblechnum lanceolatum	Blechnaceae	['Blechnum chambersii']
Austroblechnum patersonii	Blechnaceae	['Blechnum patersonii']
Austroblechnum penna-marina	Blechnaceae	['Blechnum penna-marina']
Austrobryonia micrantha	Cucurbitaceae	['Mukia micrantha']
Austrobuxus carunculatus	Euphorbiaceae	['Codiaeum carunculatum']
Austrobuxus swainii	Euphorbiaceae	[]
Austrocallerya australis	Fabaceae	['Callerya australis', 'Wisteria maideniana']
Austrocallerya megasperma	Fabaceae	['Millettia megasperma']
Austrocedrus chilensis	Cupressaceae	[]
Austrochloris dichanthioides	Poaceae	[]
Austroderia fulvida	Poaceae	['Cortaderia fulvida']
Austroderia richardii	Poaceae	['Cortaderia richardii']
Austroderia splendens	Poaceae	['Cortaderia splendens']
Austroderia toetoe	Poaceae	['Cortaderia toetoe']
Austroderia turbaria	Poaceae	['Cortaderia turbaria']
Austrodolichos errabundus	Fabaceae	[]
Austroeupatorium inulaefolium	Asteraceae	['Eupatorium inulaefolium']
Austrolycopodium fastigiatum	Lycopodiaceae	['Lycopodium fastigiatum']
Austromatthaea elegans	Monimiaceae	[]
Austromuellera trinervia	Proteaceae	[]
Austromyrtus acmenioides	Myrtaceae	[]
Austromyrtus dulcis	Myrtaceae	[]
Austromyrtus species	not assigned	['Austromyrtus prominens', 'Austromyrtus punctata']
Austromyrtus tenuifolia	Myrtaceae	[]
Austrosteenisia blackii	Fabaceae	[]
Austrosteenisia glabristyla	Fabaceae	[]
Austrosteenisia stipularis	Fabaceae	[]
Austrostipa bigeniculata	Poaceae	['Stipa bigeniculata']
Austrostipa elegantissima	Poaceae	['Stipa elegantissima']
Austrostipa gibbosa	Poaceae	[]
Austrostipa mollis	Poaceae	[]
Austrostipa nitida	Poaceae	['Stipa nitida']
Austrostipa nivicola	Poaceae	[]
Austrostipa pubescens	Poaceae	[]
Austrostipa pubinodis	Poaceae	[]
Austrostipa rudis	Poaceae	['Stipa rudis']
Austrostipa scabra	Poaceae	['Stipa falcata', 'Stipa scabra']
Austrostipa semibarbata	Poaceae	[]
Austrostipa setacea	Poaceae	[]
Austrostipa tuckeri	Poaceae	['Stipa tuckeri']
Austrostipa variabilis	Poaceae	['Stipa variabilis']
Autranella congolensis	Sapotaceae	[]
Auxopus species	not assigned	['Auxopus kameruniana']
Avena abyssinica	Poaceae	[]
Avena aemulans	Poaceae	[]
Avena barbata	Poaceae	[]
Avena brevis	Poaceae	[]
Avena byzantina	Poaceae	[]
Avena canariensis	Poaceae	[]
Avena chinensis	Poaceae	[]
Avena clauda	Poaceae	[]
Avena eriantha	Poaceae	[]
Avena fatua	Poaceae	[]
Avena longiglumis	Poaceae	[]
Avena murphyi	Poaceae	[]
Avena nuda	Poaceae	[]
Avena prostrata	Poaceae	[]
Avena sativa	Poaceae	[]
Avena saxatilis	Poaceae	[]
Avena sterilis	Poaceae	['Avena maroccana']
Avena strigosa	Poaceae	[]
Avena vaviloviana	Poaceae	[]
Avena ventricosa	Poaceae	[]
Avena volgensis	Poaceae	[]
Avenella flexuosa	Poaceae	['Deschampsia flexuosa', 'Deschampsia ligulata', 'Deschampsia maderensis']
Avenella foliosa	Poaceae	['Deschampsia foliosa']
Avenula pubescens	Poaceae	['Arrhenatherum pubescens', 'Avena pubescens', 'Helictotrichon pubescens']
Averrhoa bilimbi	Oxalidaceae	[]
Averrhoa carambola	Oxalidaceae	[]
Avicennia alba	Avicenniaceae	[]
Avicennia bicolor	Avicenniaceae	['Avicennia tonduzii']
Avicennia germinans	conflicting (Avicenniaceae vs. Myoporaceae)	['Avicennia nitida', 'Bontia germinans']
Avicennia marina	Avicenniaceae	['Avicennia intermedia', 'Avicennia lanata', 'Avicennia rumphiana']
Avicennia officinalis	Avicenniaceae	[]
Avicennia schaueriana	Avicenniaceae	[]
Avonia papyracea	Portulacaceae	['Anacampseros papyracea']
Avonia rhodesica	Portulacaceae	['Anacampseros rhodesica']
Axinaea macrophylla	Melastomataceae	[]
Axinaea nitida	Melastomataceae	[]
Axinandra coriacea	Crypteroniaceae	[]
Axonopus amapaensis	Poaceae	[]
Axonopus anceps	Poaceae	[]
Axonopus andinus	Poaceae	[]
Axonopus argentinus	Poaceae	['Axonopus ramboi']
Axonopus aureus	Poaceae	['Axonopus chrysostachyus']
Axonopus boliviensis	Poaceae	[]
Axonopus brasiliensis	Poaceae	[]
Axonopus capillaris	Poaceae	[]
Axonopus casiquiarensis	Poaceae	[]
Axonopus caulescens	Poaceae	[]
Axonopus centralis	Poaceae	[]
Axonopus chaseae	Poaceae	[]
Axonopus chimantensis	Poaceae	[]
Axonopus chrysoblepharis	Poaceae	[]
Axonopus ciliatifolius	Poaceae	[]
Axonopus comans	Poaceae	['Axonopus uninodis']
Axonopus comatus	Poaceae	['Axonopus villosus']
Axonopus complanatus	Poaceae	[]
Axonopus compressus	Poaceae	['Axonopus arsenei', 'Axonopus jesuiticus', 'Axonopus rosengurttii']
Axonopus cuatrecasasii	Poaceae	[]
Axonopus debilis	Poaceae	[]
Axonopus elegantulus	Poaceae	[]
Axonopus eminens	Poaceae	[]
Axonopus equitans	Poaceae	[]
Axonopus fastigiatus	Poaceae	[]
Axonopus fissifolius	Poaceae	['Axonopus affinis', 'Axonopus hirsutus']
Axonopus flabelliformis	Poaceae	[]
Axonopus flexuosus	Poaceae	[]
Axonopus furcatus	Poaceae	['Axonopus obtusifolius']
Axonopus grandifolius	Poaceae	[]
Axonopus herzogii	Poaceae	[]
Axonopus jeanyae	Poaceae	[]
Axonopus junciformis	Poaceae	[]
Axonopus kuhlmannii	Poaceae	[]
Axonopus laxiflorus	Poaceae	[]
Axonopus laxus	Poaceae	[]
Axonopus leptostachyus	Poaceae	[]
Axonopus longispicus	Poaceae	[]
Axonopus magallanesiae	Poaceae	[]
Axonopus marginatus	Poaceae	['Axonopus apricus']
Axonopus morronei	Poaceae	['Axonopus moronei']
Axonopus oiapocensis	Poaceae	[]
Axonopus paschalis	Poaceae	[]
Axonopus passourae	Poaceae	[]
Axonopus pennellii	Poaceae	[]
Axonopus piccae	Poaceae	[]
Axonopus poiophyllus	Poaceae	[]
Axonopus polydactylus	Poaceae	['Axonopus arcuatus']
Axonopus polystachyus	Poaceae	[]
Axonopus pressus	Poaceae	[]
Axonopus pubivaginatus	Poaceae	['Axonopus sulcatus']
Axonopus purpusii	Poaceae	[]
Axonopus ramosus	Poaceae	[]
Axonopus rosei	Poaceae	[]
Axonopus rupestris	Poaceae	[]
Axonopus scoparius	Poaceae	['Axonopus deludens', 'Axonopus iridifolius', 'Axonopus mathewsii', 'Axonopus mexicanus', 'Axonopus micay']
Axonopus senescens	Poaceae	[]
Axonopus siccus	Poaceae	['Axonopus monticola', 'Axonopus pellitus', 'Paspalum siccum']
Axonopus singularis	Poaceae	['Centrochloa singularis']
Axonopus species	not assigned	['Axonopus canescens']
Axonopus steyermarkii	Poaceae	[]
Axonopus succulentus	Poaceae	[]
