Species	PFT
Acacia rubida	not assigned (tree)
Acacia rugata	not assigned (shrub)
Acacia rupicola	not assigned (shrub)
Acacia ruppii	not assigned (shrub)
Acacia sakalava	not assigned (shrub)
Acacia saliciformis	not assigned (tree)
Acacia salicina	not assigned (tree)
Acacia saligna	not assigned (shrub/tree)
Acacia schaffneri	not assigned (tree)
Acacia schinoides	not assigned (tree)
Acacia schweinfurthii	not assigned (shrub/tree)
Acacia scirpifolia	not assigned (shrub/tree)
Acacia sclerophylla	not assigned (tree)
Acacia sclerosperma	not assigned (tree)
Acacia sekhukhuniensis	not assigned (tree)
Acacia semirigida	not assigned (tree)
Acacia senegal	not assigned (tree)
Acacia senegalensis	not assigned (tree)
Acacia sertiformis	not assigned (tree)
Acacia sessiliceps	not assigned (tree)
Acacia seyal	not assigned (tree)
Acacia shirleyana	not assigned (shrub/tree)
Acacia shirleyi	not assigned (tree)
Acacia sibilans	not assigned (tree)
Acacia sibirica	not assigned (shrub/tree)
Acacia siculiformis	not assigned (tree)
Acacia sieberana	not assigned (tree)
Acacia sieberiana	not assigned (tree)
Acacia silvestris	not assigned (tree)
Acacia simmonsiana	not assigned (shrub)
Acacia simsii	not assigned (tree)
Acacia sophorae	not assigned (tree)
Acacia spathulata	not assigned (shrub/tree)
Acacia spectabilis	not assigned (tree)
Acacia spilleriana	not assigned (shrub)
Acacia spinescens	not assigned (shrub)
Acacia spirocarpa	not assigned (tree)
Acacia splendens	not assigned (shrub)
Acacia spondylophylla	not assigned (shrub)
Acacia spooneri	not assigned (shrub)
Acacia sporadica	not assigned (shrub)
Acacia squamata	not assigned (shrub)
Acacia standleyi	not assigned (shrub/tree)
Acacia startii	not assigned (shrub)
Acacia steedmanii	not assigned (shrub/tree)
Acacia stellaticeps	not assigned (shrub)
Acacia stenophylla	not assigned (tree)
Acacia stereophylla	not assigned (tree)
Acacia stipuligera	not assigned (tree)
Acacia stowardii	not assigned (tree)
Acacia stricta	not assigned (shrub/tree)
Acacia strongylophylla	not assigned (shrub)
Acacia stuhlmannii	not assigned (shrub/tree)
Acacia suaveolens	not assigned (shrub)
Acacia subangulata	not assigned (tree)
Acacia subcaerulea	not assigned (shrub)
Acacia subporosa	not assigned (tree)
Acacia subracemosa	not assigned (shrub)
Acacia subtessarogona	not assigned (tree)
Acacia subtilinervis	not assigned (shrub)
Acacia subulata	not assigned (tree)
Acacia sulcata	not assigned (tree)
Acacia suma	not assigned (tree)
Acacia sundra	not assigned (tree)
Acacia sutherlandii	not assigned (shrub/tree)
Acacia swazica	not assigned (shrub/tree)
Acacia tanganyikensis	not assigned (tree)
Acacia telmica	not assigned (tree)
Acacia tenuifolia	not assigned (tree)
Acacia tenuispina	not assigned (shrub)
Acacia tenuissima	not assigned (shrub)
Acacia terminalis	not assigned (shrub/tree)
Acacia tetragonophylla	not assigned (shrub)
Acacia tetraneura	not assigned (shrub)
Acacia tindaleae	not assigned (shrub)
Acacia tomentosa	not assigned (tree)
Acacia toondulya	not assigned (tree)
Acacia torrei	not assigned (shrub)
Acacia torringtonensis	not assigned (tree)
Acacia torta	not assigned (legume?)
Acacia tortilis	not assigned (shrub/tree)
Acacia tortuosa	not assigned (tree)
Acacia torulosa	not assigned (tree)
Acacia trachycarpa	not assigned (tree)
Acacia trachyphloia	not assigned (tree)
Acacia tratmaniana	not assigned (shrub)
Acacia trinervata	not assigned (tree)
Acacia trineura	not assigned (shrub)
Acacia triptera	not assigned (shrub)
Acacia triquetra	not assigned (shrub)
Acacia tropica	not assigned (shrub/tree)
Acacia truncata	not assigned (shrub)
Acacia tucumanensis	not assigned (tree)
Acacia tumida	not assigned (tree)
Acacia ulicifolia	not assigned (shrub)
Acacia ulicina	not assigned (tree)
Acacia umbellata	not assigned (shrub/tree)
Acacia uncinata	not assigned (shrub)
Acacia undosa	not assigned (shrub)
Acacia undulifolia	not assigned (tree)
Acacia urophylla	not assigned (tree)
Acacia velutina	not assigned (legume?)
Acacia venulosa	not assigned (tree)
Acacia verek	not assigned (shrub/tree)
Acacia vermicularis	not assigned (legume?)
Acacia verniciflua	not assigned (shrub/tree)
Acacia veronica	not assigned (tree)
Acacia verticillata	not assigned (shrub/tree)
Acacia vestita	not assigned (tree)
Acacia victoriae	not assigned (shrub)
Acacia viguieri	not assigned (shrub/tree)
Acacia viscidula	not assigned (tree)
Acacia visco	not assigned (tree)
Acacia vittata	not assigned (tree)
Acacia vypres	not assigned (legume?)
Acacia wattsiana	not assigned (tree)
Acacia welwitschii	not assigned (tree)
Acacia whibleyana	not assigned (tree)
Acacia wilhelmiana	not assigned (shrub)
Acacia willardiana	not assigned (tree)
Acacia williamsiana	not assigned (tree)
Acacia wrightii	not assigned (shrub/tree)
Acacia xanthophloea	not assigned (tree)
Acacia xiphophylla	not assigned (tree)
Acacia yorkrakinensis	not assigned (tree)
Acacia zanzibarica	not assigned (shrub/tree)
Acaciella angustissima	not assigned (shrub/tree)
Acaena adenocarpa	not assigned ()
Acaena agnipila	forb
Acaena alpina	not assigned (shrub)
Acaena anserinifolia	forb
Acaena antarctica	forb
Acaena argentea	forb
Acaena caesiiglauca	forb
Acaena confertissima	not assigned ()
Acaena echinata	forb
Acaena fissistipula	forb
Acaena integerrima	forb
Acaena leptacantha	forb
Acaena lucida	forb
Acaena macrocephala	not assigned ()
Acaena magellanica	forb
Acaena multifida	forb
Acaena novae-zelandiae	forb
Acaena ovalifolia	forb
Acaena ovina	forb
Acaena pallida	forb
Acaena pinnatifida	forb
Acaena platyacantha	not assigned ()
Acaena pseudopoeppigiana	not assigned ()
Acaena rahuensis	not assigned ()
Acaena sericea	forb
Acaena skottsbergii	not assigned ()
Acaena splendens	forb
Acaena subnitens	not assigned ()
Acaena tehuelcha	not assigned ()
Acaena tenera	forb
Acaena trifida	not assigned ()
Acalypha acrogyna	not assigned (shrub)
Acalypha allenii	forb
Acalypha ambigua	forb
Acalypha argentira	not assigned ()
Acalypha arvensis	forb
Acalypha australis	forb
Acalypha bipartita	not assigned (shrub)
Acalypha brachystachya	forb
Acalypha caperonioides	forb
Acalypha caturus	not assigned (tree)
Acalypha chirindica	not assigned (shrub/tree)
Acalypha ciliata	forb
Acalypha cincta	not assigned (shrub)
Acalypha claoxyloides	not assigned (shrub)
Acalypha clutioides	not assigned (shrub/tree)
Acalypha communis	forb
Acalypha compacta	not assigned (shrub)
Acalypha crenata	not assigned (herb/shrub)
Acalypha cuneata	not assigned ()
Acalypha decaryana	not assigned ()
Acalypha dikuluwensis	not assigned (shrub/tree)
Acalypha diversifolia	not assigned (shrub)
Acalypha filipes	forb
Acalypha fimbriata	forb
Acalypha fruticosa	not assigned (shrub)
Acalypha fuscescens	forb
Acalypha glabrata	not assigned (shrub/tree)
Acalypha grandis	not assigned (shrub/tree)
Acalypha hamiltoniana	not assigned (shrub)
Acalypha havanensis	forb
Acalypha hispida	not assigned (shrub)
Acalypha indica	forb
Acalypha lanceolata	not assigned (herb/shrub)
Acalypha langiana	forb
Acalypha lepinei	not assigned (shrub)
Acalypha macrostachya	not assigned (tree)
Acalypha mapirensis	not assigned (tree)
Acalypha nemorum	not assigned (shrub)
Acalypha neptunica	not assigned (shrub/tree)
Acalypha nyasica	forb
Acalypha ornata	not assigned (shrub)
Acalypha ostryifolia	forb
Acalypha paucifolia	forb
Acalypha peduncularis	forb
Acalypha phleoides	forb
Acalypha polymorpha	forb
Acalypha psilostachya	not assigned (herb/shrub)
Acalypha pub	not assigned ()
Acalypha pubiflora	not assigned (shrub)
Acalypha racemosa	not assigned (herb/shrub)
Acalypha rhomboidea	forb
Acalypha segetalis	forb
Acalypha sharpdent	not assigned ()
Acalypha sharpub	not assigned ()
Acalypha skutchii	not assigned (shrub/tree)
Acalypha sonderiana	not assigned (shrub)
Acalypha stachyura	not assigned (tree)
Acalypha villicaulis	forb
Acalypha virginica	forb
Acalypha welwitschiana	not assigned (herb/shrub)
Acalypha wilkesiana	not assigned (shrub)
Acampe pachyglossa	forb
Acampe papillosa	forb
Acamptopappus shockleyi	not assigned (herb/shrub)
Acamptopappus sphaerocephalus	not assigned (shrub)
Acanthephippium sylhetense	forb
Acanthocarpus preissii	forb
Acanthocereus occidentalis	not assigned (shrub)
Acanthochiton wrightii	forb
Acantholimon diapensioides	not assigned (herb/shrub)
Acantholippia seriphioides	not assigned (shrub)
Acantholippia trifida	not assigned (shrub)
Acanthonychia ramosissima	forb
Acanthopanax divaricatus	not assigned (shrub)
Acanthopanax gracilistylus	not assigned (shrub)
Acanthopanax sciadophylloides	not assigned ()
Acanthopanax senticosus	not assigned (shrub)
Acanthopanax sessiliflorum	not assigned (tree)
Acanthopanax sessiliflorus	not assigned (shrub)
Acanthopanax sieboldianus	not assigned (shrub)
Acanthopanax spinosus	not assigned (shrub)
Acanthopsis disperma	forb
Acanthosicyos horrida	not assigned (shrub)
Acanthosicyos horridus	not assigned (shrub)
Acanthosicyos naudinianus	forb
Acanthospermum australe	forb
Acanthospermum hispidum	forb
Acanthosyris annonagustata	not assigned (tree)
Acanthosyris falcata	not assigned (tree)
Acanthosyris glabrata	not assigned (tree)
Acanthus hirsutus	forb
Acanthus ilicifolius	not assigned (herb/shrub)
Acanthus latifolius	not assigned (herb/shrub)
Acanthus mollis	not assigned (herb/shrub)
Acanthus pallens	forb
Acanthus pubescens	forb
Acanthus spinosus	forb
Acanthus syriacus	forb
Acca sellowiana	not assigned (shrub/tree)
Accolacuarina rigida	not assigned ()
Acer acuminatum	not assigned (tree)
Acer albo-purpurascens	not assigned (tree)
Acer amoenum	not assigned (tree)
Acer argutum	not assigned (tree)
Acer barbatum	not assigned (tree)
Acer barbinerve	not assigned (tree)
Acer buergerianum	not assigned (shrub/tree)
Acer caesium	not assigned (tree)
Acer campbellii	not assigned (tree)
Acer campestre	not assigned (tree)
Acer capillipes	not assigned (tree)
Acer cappadocicum	not assigned (tree)
Acer carpinifolium	not assigned (tree)
Acer catalpifolium	not assigned (tree)
Acer caudatifolium	not assigned (tree)
Acer caudatum	not assigned (tree)
Acer circinatum	not assigned (shrub/tree)
Acer circinnatum	not assigned (tree)
Acer cissifolium	not assigned (tree)
Acer coriaceum	not assigned (tree)
Acer crataegifolium	not assigned (shrub)
Acer cultratum	not assigned (tree)
Acer dasycarpum	not assigned (tree)
Acer davidii	not assigned (tree)
Acer decandrum	not assigned (tree)
Acer diabolicum	not assigned (tree)
Acer distylum	not assigned (tree)
Acer erianthum	not assigned (shrub)
Acer flabellatum	not assigned (tree)
Acer floridanum	not assigned (tree)
Acer fraxinifolium	not assigned (tree)
Acer garrettii	not assigned (tree)
Acer ginnala	not assigned (shrub/tree)
Acer glabrum	not assigned (shrub/tree)
Acer granatense	not assigned (tree)
Acer grandidentatum	not assigned (shrub/tree)
Acer griseum	not assigned (tree)
Acer grosseri	not assigned (shrub/tree)
Acer heldreichii	not assigned (tree)
Acer henryi	not assigned (tree)
Acer hermoneum	not assigned (tree)
Acer hispanicum	not assigned (tree)
Acer hyrcanum	not assigned (tree)
Acer ibericum	not assigned (tree)
Acer japonicum	not assigned (tree)
Acer kawakamii	not assigned (tree)
Acer laevigatum	not assigned (tree)
Acer laurinum	not assigned (tree)
Acer laxiflorum	not assigned (tree)
Acer leucoderme	not assigned (tree)
Acer lobelii	not assigned (tree)
Acer longipes	not assigned (tree)
Acer lucidum	not assigned (tree)
Acer macrophyllum	not assigned (tree)
Acer mandshuricum	not assigned (tree)
Acer maximowiczianum	not assigned (tree)
Acer micranthum	not assigned (tree)
Acer miyabei	not assigned (tree)
Acer mono	not assigned (tree)
Acer monspessulanum	not assigned (tree)
Acer morrisonense	not assigned (tree)
Acer negundo	not assigned (tree)
Acer nigrum	not assigned (tree)
Acer nikoense	not assigned (tree)
Acer niveum	not assigned (tree)
Acer oblongum	not assigned (tree)
Acer obtusatum	not assigned (tree)
Acer obtusifolium	not assigned (tree)
Acer oliverianum	not assigned (shrub/tree)
Acer opalus	not assigned (tree)
Acer opulifolium	not assigned (tree)
Acer orientale	not assigned (tree)
Acer palmatum	not assigned (shrub/tree)
Acer pectinatum	not assigned (tree)
Acer pennsylvanicum	not assigned (tree)
Acer pensylvanicum	not assigned (tree)
Acer pictum	not assigned (tree)
Acer platanoides	not assigned (tree)
Acer pseudoplatanus	not assigned (tree)
Acer pseudo-platanus	not assigned (tree)
Acer pseudosieboldianum	not assigned (tree)
Acer pseudo-sieboldianum	not assigned (tree)
Acer ruba	not assigned (tree)
Acer rubrum	not assigned (tree)
Acer rufinerve	not assigned (tree)
Acer saccharinum	not assigned (tree)
Acer saccharophorum	not assigned (tree)
Acer saccharum	not assigned (tree)
Acer sempervirens	not assigned (shrub/tree)
Acer senecaense	not assigned (tree)
Acer serrulatum	not assigned (tree)
Acer sieboldianum	not assigned (tree)
Acer sinense	not assigned (tree)
Acer skutchii	not assigned (tree)
Acer spicatum	not assigned (shrub/tree)
Acer stachyophyllum	not assigned (shrub/tree)
Acer sterculiaceum	not assigned (shrub/tree)
Acer stevenii	not assigned (tree)
Acer tataricum	not assigned (shrub/tree)
Acer tegmentosum	not assigned (tree)
Acer trautvetteri	not assigned (tree)
Acer triflorum	not assigned (tree)
Acer truncatum	not assigned (tree)
Acer tschonoskii	not assigned (shrub/tree)
Acer ukurunduense	not assigned (tree)
Acer velutinum	not assigned (tree)
Acer zoeschense	not assigned (tree)
Aceras anthropophorum	forb
Aceratium concinnum	not assigned (tree)
Aceratium doggrellii	not assigned (tree)
Aceratium megalospermum	not assigned (shrub/tree)
Aceratium sericeum	not assigned (tree)
Aceratium sericoleopsis	not assigned (tree)
Achatocarpus praecox	not assigned (tree)
Achillea aegyptiaca	forb
Achillea ageratum	forb
Achillea alpina	forb
Achillea arvensis	not assigned (herb/shrub)
Achillea asiatica	forb
Achillea aspleniifolia	forb
Achillea atrata	forb
Achillea biebersteinii	forb
Achillea cartilaginea	forb
Achillea clavenae	forb
Achillea clavennae	forb
Achillea clusiana	forb
Achillea clypeolata	forb
Achillea coarctata	forb
Achillea collina	forb
Achillea crithmifolia	forb
Achillea distans	forb
Achillea erba	forb
Achillea erba-rotta	not assigned (shrub)
Achillea falcata	forb
Achillea filipendulina	forb
Achillea fragrantissima	forb
Achillea lanulosa	forb
Achillea leptophylla	forb
Achillea macrophylla	forb
Achillea millefolium	forb
Achillea moschata	forb
Achillea nana	forb
Achillea nobilis	forb
Achillea odorata	forb
Achillea pannonica	forb
Achillea pratensis	forb
Achillea ptarmica	forb
Achillea ptarmicoides	forb
Achillea roseo-alba	forb
Achillea salicifolia	forb
Achillea santolina	forb
Achillea serbica	forb
Achillea setacea	forb
Achillea sibirica	forb
Achillea stricta	forb
Achillea wilhelmsii	forb
Achimenes longiflora	forb
Achlaena piptostachya	grass
Achlys triphylla	forb
Achnatherum breviaristatum	grass
Achnatherum bromoides	grass
Achnatherum calamagrostis	grass
Achnatherum chingii	grass
Achnatherum extremiorientale	grass
Achnatherum hookeri	grass
Achnatherum hymenoides	grass
Achnatherum inebrians	grass
Achnatherum lemmonii	grass
Achnatherum lettermanii	grass
Achnatherum nelsonii	grass
Achnatherum occidentale	grass
Achnatherum pekinense	grass
Achnatherum purpurascens	grass
Achnatherum robustum	grass
Achnatherum sibiricum	grass
Achnatherum speciosum	grass
Achnatherum splendens	grass
Achnatherum thurberianum	grass
Achnophora tatei	forb
Achyrachaena mollis	forb
Achyranthes aspera	not assigned (herb/shrub)
Achyranthes bidentata	not assigned (herb/shrub)
Achyranthes japonica	forb
Achyranthes longifolia	forb
Achyranthes patula	forb
Achyranthes splendens	not assigned (shrub)
Achyrocline satureioides	forb
Achyropsis gracilis	forb
Achyropsis laniceps	forb
Achyropsis leptostachya	not assigned (herb/shrub)
Achyrospermum cryptanthum	not assigned (herb/shrub)
Achyrospermum laterale	forb
Achyrospermum schimperi	forb
Achyrothalamus marginatus	forb
Aciachne acicularis	grass
Aciachne flagellifera	grass
Aciachne pulvinata	grass
Acianthus caudatus	forb
Acianthus exsertus	forb
Acianthus fornicatus	forb
Acianthus pusillus	forb
Acicarpha tribuloides	forb
Acidocroton lobulatus	forb
Acidosasa breviclavata	grass
Acidosasa brilletii	grass
Acidosasa chinensis	grass
Acidosasa chinouensis	grass
Acidosasa edulis	grass
Acidosasa guangxiensis	grass
Acidosasa lingchuanensis	grass
Acidosasa nanunica	grass
Acidosasa notata	grass
Acidosasa purpurea	grass
Acidosasa venusta	grass
Acidoton nicaraguensis	not assigned ()
Acinos alpinus	not assigned (herb/shrub)
Acinos arvensis	forb
Acioa barteri	not assigned (shrub)
Acioa edulis	not assigned (tree)
Acioa guianensis	not assigned (tree)
Aciphylla aurea	forb
Aciphylla glacialis	forb
Aciphylla glaucescens	forb
Aciphylla simplicifolia	forb
Aciphylla subflabellata	not assigned (herb/shrub)
Ackama rosaefolia	not assigned (tree)
Acmanthera latifolia	not assigned (tree)
Acmella bellidioides	forb
Acmella oppositifolia	forb
Acmella uliginosa	forb
Acmena acuminatissima	not assigned (tree)
Acmena brachyandra	not assigned (tree)
Acmena divaricata	not assigned (tree)
Acmena graveolens	not assigned (tree)
Acmena hemilampra	not assigned (tree)
Acmena ingens	not assigned (tree)
Acmena mackinnoniana	not assigned (tree)
Acmena macrocarpa	not assigned (tree)
Acmena resa	not assigned (tree)
Acmena smithii	not assigned (shrub/tree)
