Species	PFT
Ipomoea cairica	forb
Ipomoea calodendron	not assigned (tree)
Ipomoea cardiophylla	not assigned ()
Ipomoea carnea	not assigned (shrub)
Ipomoea chloroneura	forb
Ipomoea cholulensis	not assigned ()
Ipomoea cicatricosa	not assigned ()
Ipomoea cissoides	forb
Ipomoea coccinea	not assigned ()
Ipomoea consimilis	not assigned (herb/shrub)
Ipomoea conzattii	not assigned ()
Ipomoea coptica	forb
Ipomoea cordatotriloba	not assigned ()
Ipomoea coscinosperma	forb
Ipomoea costata	not assigned (herb/shrub)
Ipomoea crassipes	forb
Ipomoea crepidiformis	forb
Ipomoea cristulata	not assigned ()
Ipomoea cuernavacensis	not assigned ()
Ipomoea dichroa	forb
Ipomoea digitata	not assigned ()
Ipomoea donaldsonii	not assigned ()
Ipomoea ephemera	forb
Ipomoea eriocarpa	forb
Ipomoea fanshawei	forb
Ipomoea ficifolia	forb
Ipomoea fulvicaulis	forb
Ipomoea goyazensis	not assigned ()
Ipomoea gracilis	forb
Ipomoea gracilisepala	forb
Ipomoea graminea	forb
Ipomoea hackeliana	forb
Ipomoea hederacea	not assigned ()
Ipomoea hederifolia	forb
Ipomoea heterotricha	forb
Ipomoea hildebrandtii	not assigned ()
Ipomoea hochstetteri	forb
Ipomoea horsfalliae	not assigned ()
Ipomoea humidicola	forb
Ipomoea indica	forb
Ipomoea intrapilosa	not assigned (shrub/tree)
Ipomoea involucrata	forb
Ipomoea jaegeri	not assigned ()
Ipomoea keraudreniae	not assigned ()
Ipomoea kituiensis	not assigned ()
Ipomoea kotschyana	forb
Ipomoea lacunosa	not assigned ()
Ipomoea lapathifolia	forb
Ipomoea leptophylla	forb
Ipomoea leptotoma	forb
Ipomoea leucanthemum	forb
Ipomoea linosepala	forb
Ipomoea lobata	not assigned ()
Ipomoea macrantha	not assigned ()
Ipomoea magnusiana	forb
Ipomoea mauritiana	not assigned (shrub)
Ipomoea milnei	forb
Ipomoea mojangensis	not assigned ()
Ipomoea muelleri	not assigned ()
Ipomoea muricata	not assigned ()
Ipomoea murucoides	not assigned ()
Ipomoea nil	forb
Ipomoea obscura	forb
Ipomoea ochracea	forb
Ipomoea oenotherae	forb
Ipomoea ommaneyi	forb
Ipomoea pandurata	forb
Ipomoea papilio	forb
Ipomoea parasitica	forb
Ipomoea pauciflora	not assigned ()
Ipomoea pes-caprae	forb
Ipomoea pes-tigridis	forb
Ipomoea pharbitiformis	not assigned ()
Ipomoea phyllomega	not assigned (shrub)
Ipomoea pileata	forb
Ipomoea pilosa	forb
Ipomoea plebeia	forb
Ipomoea polhillii	forb
Ipomoea polpha	not assigned ()
Ipomoea polymorpha	forb
Ipomoea prismatosyphon	not assigned (herb/shrub)
Ipomoea protea	forb
Ipomoea purpurea	forb
Ipomoea quamoclit	forb
Ipomoea recta	forb
Ipomoea reticulata	not assigned ()
Ipomoea richardsiae	forb
Ipomoea rubens	forb
Ipomoea saopaulista	not assigned ()
Ipomoea sepiaria	forb
Ipomoea sericophylla	not assigned ()
Ipomoea setifera	not assigned ()
Ipomoea shirambensis	not assigned (shrub)
Ipomoea shupangensis	not assigned (herb/shrub)
Ipomoea simonsiana	forb
Ipomoea sinensis	forb
Ipomoea squamosa	not assigned ()
Ipomoea stans	not assigned ()
Ipomoea stolonifera	forb
Ipomoea syringifolia	not assigned ()
Ipomoea tenuipes	forb
Ipomoea tenuirostris	not assigned ()
Ipomoea teotitlanica	not assigned ()
Ipomoea ternifolia	forb
Ipomoea ticcopa	forb
Ipomoea tiliacea	not assigned ()
Ipomoea transvaalensis	forb
Ipomoea tricolor	forb
Ipomoea trifida	not assigned ()
Ipomoea triloba	forb
Ipomoea trinervia	forb
Ipomoea tubata	not assigned ()
Ipomoea tuberculata	forb
Ipomoea turbinata	forb
Ipomoea velutina	not assigned ()
Ipomoea velutipes	not assigned ()
Ipomoea venosa	forb
Ipomoea verbascoidea	not assigned (shrub)
Ipomoea vernalis	not assigned (shrub)
Ipomoea verrucisepala	forb
Ipomoea violacea	forb
Ipomoea welwitschii	forb
Ipomoea wightii	forb
Ipomoea wolcottiana	not assigned (tree)
Ipomopsis aggregata	forb
Ipomopsis arizonica	not assigned ()
Ipomopsis congesta	not assigned ()
Ipomopsis multiflora	not assigned (herb/shrub)
Ipomopsis rubra	not assigned ()
Iresine angustifolia	not assigned ()
Iresine arbuscula	not assigned (tree)
Iresine diffusa	forb
Iresine discolor	forb
Iresine hassleriana	not assigned ()
Iresine paniculata	not assigned ()
Iresine rotundifolia	forb
Iresine spiculigera	not assigned ()
Iresine stricta	forb
Iriartea deltoidea	not assigned (tree)
Iriartea exorrhiza	not assigned (tree)
Iriartea ventricosa	not assigned (tree)
Iris aphylla	forb
Iris bracteata	forb
Iris brevicaulis	not assigned ()
Iris caucasica	forb
Iris cedreti	forb
Iris chinensis	forb
Iris chrysophylla	forb
Iris clarkei	not assigned ()
Iris collettii	forb
Iris dichotoma	forb
Iris douglasiana	forb
Iris ensata	not assigned ()
Iris flavescens	not assigned ()
Iris foetidissima	forb
Iris fulva	forb
Iris germanica	forb
Iris graminea	forb
Iris hartwegii	forb
Iris humilis	not assigned ()
Iris iberica	forb
Iris innominata	forb
Iris kaempferi	not assigned ()
Iris kerneriana	forb
Iris lactea	forb
Iris laevigata	not assigned ()
Iris loczyi	forb
Iris longipetala	forb
Iris lurida	forb
Iris mesopotamica	not assigned ()
Iris milesii	forb
Iris missouriensis	forb
Iris nigricans	forb
Iris ochroleuca	forb
Iris pallasii	forb
Iris pallida	not assigned ()
Iris pseudacorus	forb
Iris pumila	forb
Iris ruthenica	forb
Iris sambucina	forb
Iris sanguinea	forb
Iris setosa	forb
Iris sibirica	forb
Iris sintenisii	forb
Iris spuria	forb
Iris squalens	not assigned ()
Iris taitii	not assigned ()
Iris tenax	forb
Iris tenuifolia	forb
Iris tigridia	forb
Iris unguicularis	forb
Iris variegata	forb
Iris ventricosa	forb
Iris versicolor	forb
Iris virginica	forb
Iris xiphium	not assigned ()
Irlbachia alata	forb
Irvingbaileya australis	not assigned (shrub/tree)
Irvingia excelsa	not assigned (tree)
Irvingia gabonensis	not assigned (tree)
Irvingia grandifolia	not assigned (tree)
Irvingia malayana	not assigned (tree)
Irvingia robur	not assigned (tree)
Iryanthera elliptica	not assigned (tree)
Iryanthera grandis	not assigned (shrub/tree)
Iryanthera hostmanniana	not assigned ()
Iryanthera hostmannii	not assigned (tree)
Iryanthera juruensis	not assigned (tree)
Iryanthera laevis	not assigned (tree)
Iryanthera lanceifolia	not assigned (tree)
Iryanthera lancifolia	not assigned (tree)
Iryanthera macrophylla	not assigned (tree)
Iryanthera olacoides	not assigned (tree)
Iryanthera paraensis	not assigned (tree)
Iryanthera polyneura	not assigned (tree)
Iryanthera sagotiana	not assigned (tree)
Iryanthera tessmannii	not assigned (shrub/tree)
Iryanthera tricornis	not assigned (tree)
Iryanthera ulei	not assigned (tree)
Isachne albens	grass
Isachne albomarginata	grass
Isachne angladei	grass
Isachne angolensis	grass
Isachne angustifolia	grass
Isachne arfakensis	grass
Isachne arundinacea	grass
Isachne ascendens	grass
Isachne bicolor	grass
Isachne borii	grass
Isachne bourneorum	grass
Isachne brassii	grass
Isachne buettneri	grass
Isachne cambodiensis	grass
Isachne carolinensis	grass
Isachne chevalieri	grass
Isachne ciliaris	grass
Isachne ciliatiflora	grass
Isachne clarkei	grass
Isachne clementis	grass
Isachne cochinchinensis	grass
Isachne comata	grass
Isachne conferta	grass
Isachne confusa	grass
Isachne deccanensis	grass
Isachne diabolica	grass
Isachne dimyloides	grass
Isachne dioica	grass
Isachne dispar	grass
Isachne disperma	grass
Isachne distichophylla	grass
Isachne eberhardtii	grass
Isachne elegans	grass
Isachne fischeri	grass
Isachne globosa	grass
Isachne goiasensis	grass
Isachne gossweileri	grass
Isachne gracilis	grass
Isachne guangxiensis	grass
Isachne guineensis	grass
Isachne hainanensis	grass
Isachne henryi	grass
Isachne himalaica	grass
Isachne hirtissima	grass
Isachne hoi	grass
Isachne homonyma	grass
Isachne humbertiana	grass
Isachne humicola	grass
Isachne jayachandranii	grass
Isachne kinabaluensis	grass
Isachne kiyalaensis	grass
Isachne kunthiana	grass
Isachne langkawiensis	grass
Isachne leersioides	grass
Isachne ligulata	grass
Isachne lisboae	grass
Isachne lutchuensis	grass
Isachne mauritiana	grass
Isachne meeboldii	grass
Isachne multiflora	grass
Isachne muscicola	grass
Isachne myosotis	grass
Isachne mysorensis	grass
Isachne nipponensis	grass
Isachne obtecta	grass
Isachne oreades	grass
Isachne pallens	grass
Isachne pangerangensis	grass
Isachne pauciflora	grass
Isachne petelotii	grass
Isachne polygonoides	grass
Isachne puberula	grass
Isachne pubescens	grass
Isachne pulchella	grass
Isachne pygmaea	grass
Isachne repens	grass
Isachne rigens	grass
Isachne rigidifolia	grass
Isachne salzmannii	grass
Isachne saxicola	grass
Isachne scabrosa	grass
Isachne schmidtii	grass
Isachne setosa	grass
Isachne sikkimensis	grass
Isachne smitinandiana	grass
Isachne surgens	grass
Isachne swaminathanii	grass
Isachne sylvestris	grass
Isachne trachycaula	grass
Isachne truncata	grass
Isachne vaughanii	grass
Isachne veldkampii	grass
Isachne villosa	grass
Isachne vitiensis	grass
Isachne walkeri	grass
Isanthus brachiatus	forb
Isatis aucheri	forb
Isatis canescens	not assigned ()
Isatis cappadocica	not assigned ()
Isatis djurjaedae	not assigned ()
Isatis gaubae	not assigned ()
Isatis iberica	not assigned ()
Isatis kotschyana	not assigned ()
Isatis lusitanica	forb
Isatis praecox	not assigned ()
Isatis steveniana	not assigned ()
Isatis tinctoria	forb
Ischaemum afrum	grass
Ischaemum agastyamalayanum	grass
Ischaemum albovillosum	grass
Ischaemum amethystinum	grass
Ischaemum anthephoroides	grass
Ischaemum apricum	grass
Ischaemum arenosum	grass
Ischaemum aristatum	grass
Ischaemum aureum	grass
Ischaemum australe	grass
Ischaemum barbatum	grass
Ischaemum beccarii	grass
Ischaemum bolei	grass
Ischaemum bombaiense	grass
Ischaemum borii	grass
Ischaemum burmanicum	grass
Ischaemum byrone	grass
Ischaemum byronis	grass
Ischaemum calicutensis	grass
Ischaemum cannanorensis	grass
Ischaemum celebicum	grass
Ischaemum ciliare	grass
Ischaemum commutatum	grass
Ischaemum copeanum	grass
Ischaemum dalzellii	grass
Ischaemum decumbens	grass
Ischaemum diplopogon	grass
Ischaemum eberhardtii	grass
Ischaemum elimalayanum	grass
Ischaemum fasciculatum	grass
Ischaemum feildingianum	grass
Ischaemum flumineum	grass
Ischaemum fluviatile	grass
Ischaemum fragile	grass
Ischaemum glaucescens	grass
Ischaemum guianense	grass
Ischaemum hansenii	grass
Ischaemum heterotrichum	grass
Ischaemum hubbardii	grass
Ischaemum huegelii	grass
Ischaemum impressum	grass
Ischaemum indicum	grass
Ischaemum jayachandranii	grass
Ischaemum kingii	grass
Ischaemum koenigii	grass
Ischaemum koleostachys	grass
Ischaemum kumarakodiense	grass
Ischaemum lanatum	grass
Ischaemum latifolium	grass
Ischaemum laxum	grass
Ischaemum lisboae	grass
Ischaemum longisetum	grass
Ischaemum magnum	grass
Ischaemum malabaricum	grass
Ischaemum merrillii	grass
Ischaemum minus	grass
Ischaemum molle	grass
Ischaemum murinum	grass
Ischaemum muticum	grass
Ischaemum nairii	grass
Ischaemum nativitatis	grass
Ischaemum pappinisseriense	grass
Ischaemum philippinense	grass
Ischaemum polystachyum	grass
Ischaemum pubescens	grass
Ischaemum pushpangadanii	grass
Ischaemum quilonense	grass
Ischaemum raizadae	grass
Ischaemum rangacharianum	grass
Ischaemum raui	grass
Ischaemum ritchiei	grass
Ischaemum roseotomentosum	grass
Ischaemum rugosum	grass
Ischaemum santapaui	grass
Ischaemum semisagittatum	grass
Ischaemum setaceum	grass
Ischaemum tadulingamii	grass
Ischaemum tenuifolium	grass
Ischaemum thomsonianum	grass
Ischaemum timorense	grass
Ischaemum travancorense	grass
Ischaemum triticeum	grass
Ischaemum tropicum	grass
Ischaemum tumidum	grass
Ischaemum vembanadense	grass
Ischnosiphon arouma	forb
Ischnosiphon obliquus	forb
Ischnosiphon pruinosus	forb
Ischyrolepis ocreata	forb
Ischyrolepis sieberi	forb
Ischyrolepis subverticellata	forb
Ischyrolepis subverticillata	forb
Iseia luxurians	not assigned ()
Iseilema anthephoroides	grass
Iseilema argutum	grass
Iseilema calvum	grass
Iseilema ciliatum	grass
Iseilema convexum	grass
Iseilema dolichotrichum	grass
Iseilema eremaeum	grass
Iseilema fragile	grass
Iseilema holei	grass
Iseilema holmesii	grass
Iseilema hubbardii	grass
Iseilema laxum	grass
Iseilema macratherum	grass
Iseilema maculatum	grass
Iseilema membranacea	grass
Iseilema membranaceum	grass
Iseilema minutiflorum	grass
Iseilema prostratum	grass
Iseilema schmidii	grass
Iseilema siamense	grass
Iseilema thorelii	grass
Iseilema trichopus	grass
Iseilema vaginiflora	grass
Iseilema vaginiflorum	grass
Iseilema ventakeswarlui	grass
Iseilema wightii	grass
Iseilema windersii	grass
Isertia coccinea	not assigned (tree)
Isertia haenkeana	not assigned (tree)
Isertia hypoleuca	not assigned (shrub/tree)
Isertia laevis	not assigned ()
Isertia parviflora	not assigned ()
Isertia rosea	not assigned (tree)
Isertia spicaeformis	not assigned ()
Ismelia versicolor	not assigned ()
Isoberlinia angolensis	not assigned (tree)
Isoberlinia doka	not assigned (tree)
Isoberlinia scheffieri	not assigned (legume?)
Isoberlinia scheffleri	not assigned (tree)
Isoberlinia schefflerii	not assigned (legume?)
Isoberlinia tomentosa	not assigned (legume?)
Isochilus amparoanus	forb
Isocoma acradenia	not assigned (herb/shrub)
Isocoma drummondii	not assigned ()
Isocoma menziesii	not assigned ()
Isocoma tenuisecta	not assigned ()
Isocoma veneta	not assigned ()
Isodon calycinus	not assigned ()
Isodon rugosus	not assigned ()
Isoetes aequinoctialis	forb
Isoetes alpinus	forb
Isoetes alstonii	forb
Isoetes echinospora	not assigned (fern)
Isoetes lacustris	not assigned (fern)
Isoetes macrospora	forb
Isoetes rhodesiana	forb
Isoetes riparia	forb
Isoetes setacea	forb
Isoetopsis graminifolia	forb
Isoglossa ciliata	forb
Isoglossa lactea	forb
Isoglossa punctata	forb
Isolepis aucklandica	grass
Isolepis cernua	grass
Isolepis crassiuscula	grass
Isolepis fluitans	grass
Isolepis hystrix	grass
Isolepis inundata	grass
Isolepis marginata	grass
Isolepis montivaga	grass
Isolepis nodosa	grass
Isolepis platycarpa	grass
Isolepis prolifera	grass
Isolepis reticularis	grass
Isolepis setacea	grass
Isolepis stellata	grass
Isolepis subtilissima	grass
Isolona campanulata	not assigned ()
Isolona congolana	not assigned (tree)
Isolona thonneri	not assigned (tree)
Isomeris arborea	not assigned (shrub)
Isonandra lanceolata	not assigned (tree)
Isonema smeathmanni	not assigned ()
Isoplexis canariensis	not assigned ()
Isoplexis sceptrum	not assigned ()
Isopogon anemonefolius	not assigned ()
Isopogon anemonifolius	not assigned (shrub)
Isopogon anethifolius	not assigned (shrub)
Isopogon attenuatus	not assigned (shrub)
Isopogon buxifolius	not assigned (shrub)
Isopogon ceratophyllus	not assigned (shrub)
Isopogon cuneatus	not assigned (shrub)
Isopogon dawsonii	not assigned (shrub)
Isopogon divergens	not assigned (shrub)
Isopogon fletcheri	not assigned ()
Isopogon formosus	not assigned (shrub)
Isopogon latifolius	not assigned (shrub)
Isopogon petiolaris	not assigned (shrub)
Isopogon prostratus	not assigned ()
Isopogon tridens	not assigned ()
Isopogon trilobus	not assigned (shrub)
Isopyrum biternatum	forb
Isopyrum fumarioides	not assigned ()
Isopyrum thalictroides	forb
Isostigma acaule	not assigned ()
Isostigma brasiliense	not assigned ()
Isostigma impala	not assigned ()
Isostigma scorzonerifolium	not assigned ()
Isostigma speciosum	not assigned ()
Isotoma anethifolia	not assigned ()
Isotoma axillaris	not assigned ()
Isotoma fluviatilis	not assigned ()
Isotoma petraea	not assigned ()
Isotoma pusilla	not assigned ()
Isotoma scapigera	not assigned ()
Isotropis atropurpurea	not assigned (legume?)
Isotropis cuneifolia	not assigned (herb/shrub)
Itaúba preta	not assigned (tree)
Itea chinensis	not assigned (shrub)
Itea oldhamii	not assigned ()
Itea virginica	not assigned (shrub)
Itoa stapfii	not assigned ()
Iva acerosa	not assigned ()
Iva annua	not assigned ()
Iva axillaris	forb
Iva frutescens	not assigned (herb/shrub)
Iva xanthifolia	forb
Iva xanthiifolia	not assigned (shrub)
Ivesia lycopodioides	forb
Ixanthus viscosus	not assigned ()
Ixerba brexioides	not assigned ()
Ixeris chinensis	forb
Ixeris repens	forb
Ixeris sonchifolia	forb
Ixia dubia	forb
Ixia maculata	forb
Ixia scillaris	forb
Ixiochlamys cuneifolia	not assigned ()
Ixiochlamys filicifolia	not assigned ()
Ixiolaena brevicompta	forb
Ixiolaena chloroleuca	not assigned ()
Ixiolaena leptolepis	forb
Ixiolaena tomentosa	forb
Ixiolirion tataricum	not assigned ()
Ixodia achillaeoides	not assigned ()
Ixonanthes chinensis	not assigned (shrub/tree)
Ixonanthes grandiflora	not assigned (shrub/tree)
Ixonanthes icosandra	not assigned ()
Ixonanthes petiolaris	not assigned (shrub/tree)
Ixonanthes reticulata	not assigned (tree)
Ixophorus unisetus	grass
Ixora acuminatissima	not assigned ()
Ixora alba	not assigned (shrub)
Ixora arborea	not assigned ()
Ixora beckleri	not assigned (tree)
Ixora biflora	not assigned (shrub)
Ixora blumei	not assigned ()
Ixora brachypoda	not assigned (tree)
Ixora coccinea	not assigned (shrub)
Ixora congesta	not assigned (shrub)
Ixora divaricata	not assigned ()
Ixora ferrea	not assigned (tree)
Ixora floribunda	not assigned ()
Ixora gardneriana	not assigned ()
Ixora grandifolia	not assigned ()
Ixora javanica	not assigned ()
Ixora killipii	not assigned (tree)
Ixora linearifolia	not assigned ()
Ixora lobbii	not assigned (shrub/tree)
Ixora makassarica	not assigned ()
Ixora nicaraguensis	not assigned (tree)
Ixora opaca	not assigned ()
Ixora panurensis	not assigned ()
Ixora parviflora	not assigned ()
Ixora pavetta	not assigned ()
Ixora pendula	not assigned ()
Ixora peruviana	not assigned (tree)
Ixora simalurensis	not assigned ()
Ixora ulei	not assigned (shrub)
Jacaranda acutifolia	not assigned (tree)
Jacaranda arborea	not assigned ()
Jacaranda brasiliana	not assigned (tree)
Jacaranda caerulea	not assigned ()
Jacaranda caroba	not assigned ()
Jacaranda caucana	not assigned (tree)
Jacaranda coerulea	not assigned ()
Jacaranda copaia	not assigned (tree)
Jacaranda cuspidifolia	not assigned ()
Jacaranda decurrens	not assigned (tree)
Jacaranda filicifolia	not assigned (tree)
Jacaranda glabra	not assigned (tree)
Jacaranda hesperia	not assigned (tree)
Jacaranda macrocarpa	not assigned (tree)
Jacaranda micrantha	not assigned (tree)
Jacaranda mimosaefolia	not assigned (tree)
Jacaranda mimosifolia	not assigned (tree)
Jacaranda morii	not assigned (tree)
Jacaranda obtusifolia	not assigned (tree)
Jacaranda poitaei	not assigned ()
Jacaranda puberula	not assigned (shrub/tree)
Jacaranda rhombifolia	not assigned (tree)
Jacaranda semiserrata	not assigned (tree)
Jacaratia digitata	not assigned (tree)
Jacaratia dolichaula	not assigned (tree)
Jacaratia hassleriana	not assigned ()
Jacaratia mexicana	not assigned ()
Jacaratia spinosa	not assigned (tree)
Jackiopsis ornata	not assigned ()
Jacksonia compressa	not assigned (legume?)
Jacksonia cupulifera	not assigned (legume?)
Jacksonia dilatata	not assigned (shrub)
Jacksonia floribunda	not assigned (shrub)
Jacksonia furcellata	not assigned (shrub)
Jacksonia racemosa	not assigned (legume?)
Jacksonia scoparia	not assigned (legume?)
Jacksonia spinosa	not assigned (legume?)
Jacksonia stackhousii	not assigned (legume?)
Jacksonia sternbergiana	not assigned (legume?)
Jacksonia thesioides	not assigned (shrub)
Jacquemontia browniana	not assigned (herb/shrub)
Jacquemontia ciliata	not assigned ()
Jacquemontia cumanensis	not assigned ()
Jacquemontia densiflora	not assigned ()
Jacquemontia evolvuloides	not assigned ()
Jacquemontia hirtiflora	not assigned ()
Jacquemontia martii	not assigned ()
Jacquemontia ovalifolia	forb
Jacquemontia paniculata	forb
Jacquemontia pentantha	not assigned ()
Jacquemontia tamnifolia	forb
Jacquemontia velutina	not assigned ()
Jacquinia arborea	not assigned ()
Jacquinia aristata	not assigned ()
Jacquinia armillaris	not assigned ()
Jacquinia aurantiaca	not assigned ()
Jacquinia berterii	not assigned ()
Jacquinia caracasana	not assigned ()
Jacquinia keyensis	not assigned ()
Jacquinia macrocarpa	not assigned ()
Jacquinia pungens	not assigned (tree)
Jacquinia revoluta	not assigned (tree)
Jacquinia seleriana	not assigned ()
Jaegeria hirta	not assigned ()
Jaeschkea oligosperma	not assigned ()
Jagera pseudorhus	not assigned (tree)
Jamesbrittenia atropurpurea	not assigned ()
Jamesbrittenia barbata	not assigned ()
Jamesbrittenia burkeana	not assigned ()
Jamesbrittenia fragilis	not assigned ()
Jamesbrittenia glutinosa	not assigned ()
Jamesbrittenia grandiflora	not assigned ()
Jamesbrittenia hereroensis	not assigned ()
Jamesbrittenia macrantha	not assigned ()
Jamesbrittenia maxii	not assigned ()
Jamesbrittenia merxmuelleri	not assigned ()
Jamesbrittenia primuliflora	not assigned ()
Jamesbrittenia tenuifolia	not assigned ()
Jamesia americana	not assigned (shrub)
Jansenella griffithiana	grass
Janusia californica	not assigned ()
Janusia gracilis	not assigned ()
Janusia guaranitica	not assigned ()
Janusia linearis	not assigned ()
Jarava ichu	grass
Jarava juncoides	grass
Jasione crispa	not assigned ()
Jasione heldreichii	not assigned ()
Jasione laevis	forb
Jasione montana	forb
Jasminum abyssinicum	not assigned ()
Jasminum amoenum	not assigned ()
Jasminum angulare	not assigned ()
Jasminum angustifolium	not assigned ()
Jasminum azoricum	not assigned ()
Jasminum bakeri	not assigned ()
Jasminum beesianum	not assigned ()
Jasminum brachyscyphum	not assigned (shrub/tree)
Jasminum breviflorum	not assigned (shrub)
Jasminum brevilobum	not assigned ()
Jasminum crassifolium	not assigned ()
Jasminum dallachii	not assigned ()
Jasminum dichotomum	not assigned (shrub)
Jasminum didymum	not assigned ()
Jasminum domatiigerum	not assigned ()
Jasminum elegans	not assigned ()
Jasminum floribundum	not assigned ()
Jasminum fluminense	not assigned ()
Jasminum fruticans	not assigned (shrub)
Jasminum grandiflorum	not assigned ()
Jasminum humile	not assigned ()
Jasminum kajewskii	not assigned ()
Jasminum lanceolarium	not assigned ()
Jasminum lineare	not assigned (shrub)
Jasminum meyeri-johannis	not assigned (shrub)
Jasminum molle	not assigned ()
Jasminum multiflorum	not assigned ()
Jasminum multipartitum	not assigned (shrub)
Jasminum nudiflorum	not assigned ()
Jasminum odoratissimum	not assigned (shrub)
Jasminum officinale	not assigned ()
Jasminum pauciflorum	not assigned ()
Jasminum puberulum	not assigned ()
Jasminum ritchiei	not assigned ()
Jasminum sambac	not assigned ()
Jasminum schimperi	not assigned (shrub)
Jasminum sessiliflorum	not assigned ()
Jasminum simplicifolium	not assigned ()
Jasminum stenolobum	not assigned (shrub)
Jasminum streptopus	not assigned (shrub)
Jasminum suavissimum	not assigned ()
Jasminum urophyllum	not assigned ()
Jasminum volubile	not assigned ()
Jasonia tuberosa	forb
Jateorhiza palmata	not assigned ()
Jatropha baumii	forb
Jatropha botswanica	forb
Jatropha campestris	not assigned (herb/shrub)
Jatropha cardiophylla	not assigned ()
Jatropha cinerea	not assigned (shrub)
Jatropha cordata	not assigned (tree)
Jatropha curcas	not assigned (shrub)
Jatropha dhofarica	not assigned ()
Jatropha dioica	not assigned (herb/shrub)
Jatropha divaricata	not assigned (tree)
Jatropha erythropoda	forb
Jatropha gaumeri	not assigned (tree)
Jatropha gossypifolia	not assigned (shrub)
Jatropha gossypiifolia	not assigned (herb/shrub)
Jatropha hirsuta	forb
Jatropha integerrima	not assigned (shrub/tree)
Jatropha latifolia	forb
Jatropha loristipula	forb
Jatropha macrophylla	forb
Jatropha macrorhiza	forb
Jatropha mahafalensis	not assigned ()
Jatropha monroi	forb
Jatropha multifida	not assigned (shrub)
Jatropha natalensis	not assigned ()
Jatropha orangeana	not assigned ()
Jatropha pachyrrhiza	forb
Jatropha pandurifolia	not assigned ()
Jatropha podagrica	not assigned (shrub)
Jatropha prunifolia	not assigned (herb/shrub)
Jatropha scaposa	forb
Jatropha schlechteri	forb
Jatropha schweinfurthii	forb
Jatropha seineri	not assigned (shrub)
Jatropha spicata	not assigned (shrub)
Jatropha subaequiloba	not assigned (shrub)
Jatropha variifolia	not assigned (shrub)
Jatropha zeyheri	forb
Jatrorhiza macrantha	not assigned ()
Jaumea carnosa	forb
Jaundea pinnata	not assigned (shrub/tree)
Jefea pringlei	not assigned ()
Jeffersonia diphylla	forb
Jenipa conjuta	not assigned ()
Jepsonia heterandra	forb
Jessenia bataua	not assigned ()
Jessenia vatua	not assigned (tree)
Joannesia heveoides	not assigned (tree)
Joannesia princeps	not assigned (tree)
Jodina rhombifolia	not assigned (shrub)
Jodrellia fistulosa	forb
Johrenia dichotoma	forb
Joinvillea ascendens	not assigned ()
Jordaaniella cuprea	forb
Jordaaniella dubia	forb
Jordaaniella spongiosa	forb
Jouvea pilosa	grass
Jouvea straminea	grass
Jovellana sinclairii	not assigned ()
Jovibarba arenaria	forb
Jovibarba globifera	forb
Jovibarba hirta	not assigned ()
Joycea pallida	grass
Juanulloa mexicana	not assigned ()
Jubaea chilensis	not assigned (tree)
Jubaea spectabilis	not assigned ()
Jubelina rosea	not assigned ()
Juglans ailanthifolia	not assigned (tree)
Juglans ailantifolia	not assigned (tree)
Juglans australis	not assigned (tree)
Juglans californica	not assigned (tree)
Juglans cathayensis	not assigned (tree)
Juglans cinerea	not assigned (tree)
Juglans fallax	not assigned (tree)
Juglans hindsii	not assigned (tree)
Juglans major	not assigned (tree)
Juglans mandshurica	not assigned (tree)
Juglans microcarpa	not assigned (shrub/tree)
Juglans neotropica	not assigned (tree)
Juglans nigra	not assigned (tree)
Juglans olanchana	not assigned (tree)
Juglans regia	not assigned (tree)
Juglans sieboldiana	not assigned (tree)
Julbernardia bifoliolata	not assigned (legume?)
Julbernardia brieyi	not assigned (legume?)
Julbernardia globiflora	not assigned (tree)
Julbernardia paniculata	not assigned (legume?)
Julbernardia pellegriniana	not assigned (legume?)
Julbernardia seretii	not assigned (tree)
Juliania adstringens	not assigned ()
Jumellea filicornoides	forb
Jumellea sagittata	forb
Jumellea usambarensis	forb
Juncellus pannonicus	grass
Juncellus serotinus	grass
Juncus achalensis	grass
Juncus acuminatus	grass
Juncus acutiflorus	grass
Juncus acutus	grass
Juncus alexandri	grass
Juncus alpinoarticulatus	grass
Juncus alpinus	grass
Juncus amabilis	grass
Juncus ambiguus	grass
Juncus anceps	grass
Juncus andicola	grass
Juncus antarcticus	grass
Juncus arcticus	grass
Juncus aridicola	grass
Juncus articulatus	grass
Juncus astreptus	grass
Juncus atratus	grass
Juncus australis	grass
Juncus balticus	grass
Juncus bassianus	grass
Juncus biflorus	grass
Juncus biglumis	grass
Juncus bolanderi	grass
Juncus brachycarpus	grass
Juncus brachycephalus	grass
Juncus brevicaudatus	grass
Juncus breweri	grass
Juncus brueggeri	grass
Juncus bufonius	grass
Juncus bulbosus	grass
Juncus caespiticius	grass
Juncus canadensis	grass
Juncus capillaceus	grass
Juncus capitatus	grass
Juncus castaneus	grass
Juncus cognatus	grass
Juncus compressus	grass
Juncus confusus	grass
Juncus conglomeratus	grass
Juncus continuus	grass
Juncus cooperi	grass
Juncus coriaceus	grass
Juncus curtisiae	grass
Juncus dichotomus	grass
Juncus diffusus	grass
Juncus drummondii	grass
Juncus dudleyi	grass
Juncus edgariae	grass
Juncus effusus	grass
Juncus ensifolius	grass
Juncus exsertus	grass
Juncus falcatus	grass
